,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
Rozliczenia międzyokresowe,3.0,90.0,104.0,75.0,189.0,188.0,138.0,126.0,92.0,126.0,114.0,127.0,141.0,156.0,170.0,187.0,322.0,379.0,323.0,291.0,281.0,334.0,295.0,254.0,225.0,269.0,231.0,189.0,211.0,312.0,271.0,229.0,202.0,271.0,265.0,230.0,580.0,598.0,648.0,521.0,775.0,816.0,898.0,797.0,808.0,811.0,939.0,888.0,1584.0,1711.0,2190.0,2105.0,2249.0,2532.0,3711.0,3756.0,3719.0,3556.0,4197.0,4023.0,3671.0,3748.0,4442.0,4262.0,4118.0
Pasywa razem,3320.0,4001.0,10155.0,10357.0,9499.0,7746.0,7407.0,5179.0,5116.0,4867.0,4681.0,4590.0,4607.0,4815.0,4934.0,5257.0,5573.0,6018.0,5606.0,5667.0,5839.0,6343.0,6072.0,6030.0,6106.0,6337.0,6328.0,6124.0,6879.0,6907.0,6274.0,6621.0,6578.0,7070.0,7268.0,7784.0,8635.0,9149.0,9289.0,9652.0,10171.0,9999.0,10306.0,10506.0,10957.0,11497.0,11777.0,11991.0,12753.0,13163.0,13746.0,14002.0,14689.0,15675.0,17554.0,18832.0,19945.0,20585.0,20845.0,21309.0,22122.0,22410.0,23801.0,22892.0,22721.0
Przepływy pieniężne z działalności operacyjnej,682.0,-222.0,1120.0,-10.0,-745.0,-801.0,-2021.0,1740.0,-78.0,-74.0,-125.0,51.0,-172.0,-48.0,351.0,174.0,-2.0,-113.0,-22.0,100.0,1029.0,267.0,287.0,73.0,80.0,125.0,210.0,269.0,675.0,217.0,214.0,392.0,431.0,394.0,363.0,308.0,782.0,840.0,415.0,669.0,537.0,506.0,743.0,209.0,576.0,621.0,810.0,399.0,806.0,757.0,577.0,832.0,932.0,1315.0,2002.0,2109.0,2265.0,1378.0,2476.0,1641.0,1910.0,2648.0,3158.0,958.0,1368.0
Amortyzacja,34.0,33.0,43.0,53.0,42.0,45.0,46.0,46.0,49.0,51.0,47.0,42.0,39.0,66.0,42.0,60.0,61.0,75.0,81.0,85.0,81.0,81.0,82.0,80.0,92.0,99.0,99.0,98.0,106.0,132.0,139.0,143.0,140.0,134.0,124.0,98.0,99.0,99.0,100.0,108.0,114.0,103.0,103.0,107.0,119.0,120.0,120.0,115.0,102.0,98.0,99.0,145.0,173.0,174.0,185.0,186.0,161.0,118.0,137.0,159.0,164.0,162.0,154.0,150.0,148.0
Przepływy pieniężne z działalności inwestycyjnej,17.0,-59.0,-141.0,3.0,-259.0,-18.0,-1.0,1.0,-68.0,5.0,2.0,-31.0,-303.0,-72.0,-232.0,-48.0,-145.0,-108.0,-59.0,-73.0,-140.0,-51.0,-198.0,30.0,-2316.0,-32.0,-412.0,314.0,-753.0,574.0,-223.0,-1149.0,-456.0,-924.0,-263.0,645.0,1126.0,-224.0,303.0,-188.0,-285.0,-677.0,235.0,-963.0,-675.0,391.0,2199.0,314.0,-561.0,-897.0,-1683.0,-1477.0,1056.0,-480.0,-1151.0,917.0,3551.0,-4706.0,-3352.0,-2656.0,-885.0,-1033.0,-1814.0,-61.0,2062.0
CAPEX (niematerialne i rzeczowe),2.0,45.0,209.0,115.0,104.0,11.0,2.0,3.0,35.0,1.0,2.0,32.0,299.0,23.0,66.0,131.0,233.0,109.0,60.0,67.0,70.0,32.0,49.0,120.0,121.0,147.0,1.0,187.0,570.0,54.0,233.0,12.0,61.0,29.0,173.0,121.0,67.0,40.0,14.0,234.0,131.0,192.0,33.0,284.0,75.0,93.0,55.0,81.0,74.0,307.0,8.0,286.0,331.0,379.0,55.0,91.0,90.0,315.0,273.0,115.0,97.0,157.0,83.0,37.0,94.0
Przepływy pieniężne z działalności finansowej,-18.0,-20.0,6103.0,-59.0,-4.0,-4.0,-32.0,-1737.0,356.0,-181.0,0.0,-139.0,139.0,-38.0,6.0,0.0,315.0,220.0,-307.0,0.0,0.0,171.0,-246.0,0.0,8.0,0.0,-437.0,0.0,0.0,798.0,-1295.0,0.0,0.0,0.0,0.0,-183.0,0.0,0.0,-512.0,0.0,-320.0,-320.0,-320.0,-46.0,-146.0,-192.0,-256.0,-256.0,-256.0,-256.0,-192.0,-320.0,-256.0,-320.0,-448.0,-640.0,-1088.0,-1472.0,-1920.0,-1280.0,-1600.0,-2560.0,-1920.0,-2560.0,-1920.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,512.0,0.0,320.0,320.0,320.0,46.0,146.0,192.0,256.0,256.0,256.0,256.0,192.0,320.0,256.0,320.0,448.0,640.0,1088.0,1472.0,1920.0,1280.0,1600.0,2560.0,1920.0,2560.0,1920.0
Przepływy pieniężne razem,681.0,-301.0,7082.0,-66.0,-1008.0,-823.0,-2054.0,4.0,210.0,-250.0,-123.0,-119.0,-336.0,-158.0,125.0,126.0,168.0,-1.0,-388.0,27.0,889.0,387.0,-157.0,103.0,-2228.0,93.0,-639.0,583.0,-78.0,1589.0,-1304.0,-757.0,-25.0,-530.0,100.0,770.0,1908.0,616.0,206.0,481.0,-68.0,-491.0,658.0,-800.0,-245.0,820.0,2753.0,457.0,-11.0,-396.0,-1298.0,-965.0,1732.0,515.0,403.0,2386.0,4728.0,-4800.0,-2796.0,-2295.0,-575.0,-945.0,-576.0,-1663.0,1510.0
