,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Inne zobowiązania krótkoterminowe,,,,,58.14,-7.33,-16.34,-2.45,12.44,12.93,21.16,15.22,-2.44,4.38,-1.27,104.05,6.95,102.52,79.57,12.59,96.54,13.14,52.04,35.2,39.23,10.85,-1.64,-5.41,9.2,30.23,12.64,-23.88,-25.57,-34.87,-14.77,9.68,10.3,19.82,18.43,22.53,41.39,45.86,45.84,40.72,27.85,29.88,20.93,9.87,9.22,0.31,-2.87,0.51,-3.98,-9.29,-17.14,-22.73,-20.74,-10.89,14.59,43.75,74.73,65.11,40.83,16.03,11.99,-25.63,-23.03,-16.66,-16.48,24.77,11.47,16.29,11.97,5.54,10.54,12.76,3.4
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,2.47,8.64,0.56,15.69,18.63,7.34,7.33,4.73,6.4,7.78,7.98,40.18,12.19,33.58,10.5,1.63,13.53,-8.62,19.47,21.79,25.34,17.56,11.74,11.9,10.34,15.09,4.02,-24.23,-20.22,-20.08,-11.04,6.92,8.05,6.13,6.41,4.65,21.93,26.69,27.2,22.16,16.05,16.85,15.03,18.68,14.61,5.08,3.85,7.22,3.65,1.2,-5.52,-9.02,-7.02,-0.63,16.91,22.32,38.0,39.07,23.31,11.81,9.58,-6.31,-6.97,-8.03,-4.61,1.63,-0.09,7.63,4.87,6.17,7.82,13.96,7.71
Przepływy pieniężne z działalności operacyjnej,,,,,-23.2,-678.48,135.84,12.29,46.37,-37.63,19.89,20.18,-110.13,131.08,180.96,-11.1,-5.6,237.55,284.02,206.02,-115.03,19.42,-6.05,68.73,-98.65,-166.22,-14.5,-1.19,-9.41,6.37,78.58,-53.66,45.5,116.96,-39.07,-2.51,39.9,-302.6,-8.48,18.6,88.71,-77.3,5.6,-2.19,-446.17,77.03,3.99,-4.99,-260.03,-925.42,3.96,41.81,-8.14,-68.3,-129.38,-17.24,30.58,39.71,618.13,31.66,174.72,158.99,13.7,-115.86,28.54,-32.96,-92.26,253.47,-9.92,-413.22,615.07,419.56,-47.38,82.27,-48.36,0.23,-12.39
Amortyzacja,,,,,-8.48,-18.83,11.63,24.02,3.13,7.63,7.3,26.37,-13.59,-8.92,-15.53,10.03,19.25,10.88,7.33,-35.33,-8.36,-7.45,0.1,16.37,30.99,38.93,47.58,53.01,97.53,116.6,56.44,15.61,-45.51,-49.02,-39.8,-34.78,-15.7,-26.48,-21.86,-16.48,-7.62,0.5,-2.65,-1.75,9.36,13.77,14.64,26.21,38.88,35.56,50.78,52.24,37.53,38.86,44.31,35.75,59.99,66.95,139.96,132.17,72.48,60.67,7.97,9.9,12.12,13.0,7.2,-4.34,1.17,0.83,-2.01,16.31,6.49,3.53,4.26,-0.82,-0.76
Przepływy pieniężne z działalności inwestycyjnej,,,,,131.79,-10.9,-99.97,2.45,-187.85,-59.52,-224755.57,27.03,221.32,-53.25,51.0,-219.41,-102.38,-13.39,470.23,-517.69,9190.69,-89.81,-106.42,93.86,-105.26,2986.8,223.6,-903.17,-101.95,-153.27,-228.31,67.04,-149.14,80.61,12.59,321.81,15.95,-100.86,-42.27,-117.64,62.96,-994.81,-10.79,60.28,-387.57,80.26,-14.07,-57.15,-1053.17,-1362.18,-376.46,-232.12,138.06,278.08,151.66,105.83,-101.84,-97.8,-331.35,-3432.8,-3677.44,264.73,282.96,85.86,73.17,4556.25,-118.82,-69.13,-500.71,-105.73,-53.62,-33.63,28.38,38.58,11.24,4.47,-111.1
CAPEX (niematerialne i rzeczowe),,,,,53.36,76.53,47.84,31.46,-35.92,-46.87,-41.38,-53.95,-18.13,-65.35,27.29,42.53,1.86,441.8,298.1,-270.04,21.8,-44.86,-48.19,242.32,29.53,-17.26,-9.58,2187.61,163.46,130.15,40.53,-63.18,-1.75,-70.47,-56.05,-99.16,-82.52,54.4,89.57,580.17,128.95,1142.59,17.34,267.16,34.87,-77.53,52.53,-0.85,34.71,-23.14,-34.51,-31.24,-36.18,-34.23,-13.3,-44.44,-46.68,-47.37,122.24,382.65,760.73,374.91,0.46,-41.07,-5.35,86.09,154.29,55.58,15.09,65.3,-5.95,21.45,131.51,-35.56,-23.21,45.27,13.46
Przepływy pieniężne z działalności finansowej,,,,,182.58,401.31,-64.59,-230.62,-187.82,-92.71,34.17,112.13,112.48,-254.12,-33.68,716.61,-566.11,181.16,-1269.19,-149.8,-183.91,-9270.38,96.68,96.59,96.25,45.56,169.48,-3205.91,-106.28,-28.36,-264.64,111.76,44.36,62.92,-546.35,-17.64,321.96,-183.07,99.56,-209.96,-201.36,46.58,-1829.15,18.81,-6.04,-32.53,18.87,-4.87,-42.75,-81.6,-28.62,-37.45,-13.2,-18.76,-99.89,-67.83,-353.36,60.42,-904.57,-87.48,54.89,68.48,-61.07,-72.33,-526.24,-729.03,81.44,-1333.85,67.36,-33.41,5.16,90.59,8.26,23.42,-60.67,160.19,12.47
Emisja akcji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,33.53,,,,20.81,,,,-59.98,,,,169.93,,,,-48.44,,-100.0,,33.22,,,,84.15,,,,17.48,,,,-64.23,,,,-100.0,,,,,-100.0,,,40.54,,-100.0,,-23.35,,,
Przepływy pieniężne razem,,,,,19.53,-233.45,-11.11,-17.07,2.63,-247.28,-61.57,87.77,-39.91,135.85,386.41,-25.73,-23.01,244.5,138.27,-10.92,-108.13,-182.05,49.47,431.91,-91.44,-109.19,-7.83,-26.47,-9.73,-23.51,66.49,-46.08,44.96,81.24,-49.25,59.8,40.59,-326.35,9.47,-19.87,86.78,16.54,3.86,1.43,-399.09,18.22,3.97,-6.52,-293.88,-201.6,-11.78,34.35,12.59,21.31,-128.52,-9.3,22.33,32.14,542.53,9.15,162.09,122.59,63.06,-126.41,16.46,467.77,-101.64,-44.56,-7.27,-289.53,2907.23,471.46,-53.05,40.68,-65.71,7.16,-37.39
