,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Zobowiązania z tytułu leasingu finansowego,0.0,226.0,337.0,556.0,722.0,0.0,0.0,0.0,707.0,704.0,608.0,471.0,495.0,406.0,311.0,228.0,311.0,397.0,270.0,340.0,341.0,317.0,306.0,405.0,394.0,350.0,641.0,401.0,429.0,405.0,343.0,287.0,206.0,167.0,140.0,112.0,194.0,249.0,221.0,294.0,453.0,462.0,564.0,551.0,1366.0,209.0,445.0,601.0,554.0,502.0,671.0,670.0,737.0,705.0,787.0,878.0,867.0,853.0,818.0,892.0,776.0,768.0,725.0,733.0,919.0,850.0,603.0,579.0,270.0
Inne zobowiązania długoterminowe,163.0,22.0,49.0,8.0,19.0,11.0,1.0,1.0,6.0,4.0,125.0,88.0,113.0,118.0,128.0,94.0,89.0,82.0,76.0,68.0,65.0,59.0,48.0,41.0,298.0,292.0,277.0,270.0,253.0,266.0,143.0,262.0,255.0,242.0,175.0,175.0,203.0,203.0,242.0,242.0,410.0,410.0,446.0,446.0,433.0,433.0,525.0,525.0,452.0,452.0,984.0,984.0,925.0,925.0,999.0,999.0,995.0,995.0,832.0,832.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,23.0
Zobowiązania krótkoterminowe,1608.0,3910.0,4216.0,4551.0,5776.0,5302.0,3164.0,3396.0,5213.0,6383.0,5417.0,5082.0,3768.0,2917.0,3458.0,3563.0,4056.0,3484.0,3731.0,4186.0,3569.0,3961.0,4201.0,6112.0,6020.0,6706.0,6869.0,7867.0,8693.0,6731.0,7794.0,7031.0,7057.0,6912.0,6997.0,7056.0,8466.0,6874.0,7777.0,7495.0,8896.0,12112.0,9430.0,10555.0,9957.0,7968.0,7897.0,8777.0,9551.0,7143.0,9117.0,8224.0,12608.0,11371.0,11645.0,10115.0,10365.0,14420.0,9400.0,11354.0,12481.0,9144.0,12834.0,15883.0,9925.0,7753.0,7664.0,8496.0,12303.0
Inne zobowiązania krótkoterminowe,872.0,3199.0,3403.0,3381.0,3604.0,4020.0,1231.0,1002.0,1463.0,2344.0,1623.0,1264.0,931.0,138.0,601.0,126.0,417.0,321.0,442.0,640.0,494.0,284.0,282.0,438.0,324.0,977.0,572.0,696.0,572.0,654.0,540.0,576.0,356.0,1042.0,1058.0,1159.0,2094.0,1214.0,163.0,846.0,1022.0,4280.0,3895.0,4228.0,1421.0,1067.0,915.0,993.0,3529.0,2786.0,4296.0,2310.0,2633.0,3716.0,6934.0,6014.0,6080.0,9412.0,6342.0,8574.0,7817.0,6600.0,5736.0,8898.0,6408.0,4950.0,4712.0,5187.0,6510.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,5111.0,19573.0,20386.0,25095.0,26796.0,26769.0,26287.0,26979.0,24211.0,25073.0,24215.0,24047.0,23051.0,22947.0,23546.0,23779.0,25000.0,24542.0,24895.0,25640.0,25140.0,25964.0,26300.0,28470.0,28395.0,29150.0,29997.0,31296.0,32132.0,31641.0,32176.0,31435.0,28738.0,29066.0,30173.0,30471.0,33320.0,32600.0,33977.0,35158.0,37991.0,43612.0,42378.0,44573.0,44092.0,44018.0,41210.0,42831.0,44442.0,44228.0,47878.0,48926.0,54464.0,52448.0,54833.0,54289.0,53980.0,52318.0,54215.0,55630.0,60671.0,56692.0,60735.0,63314.0,62325.0,60673.0,59397.0,61279.0,67224.0
Przepływy pieniężne z działalności operacyjnej,-49.0,-219.0,-148.0,-205.0,710.0,-1150.0,1791.0,-286.0,1642.0,1192.0,554.0,39.0,1951.0,-83.0,1037.0,-86.0,571.0,1160.0,709.0,1155.0,671.0,427.0,1581.0,2066.0,1800.0,394.0,1101.0,867.0,2931.0,-499.0,-90.0,404.0,1352.0,1452.0,2212.0,667.0,3726.0,-63.0,889.0,3124.0,-538.0,278.0,3669.0,1480.0,2115.0,2131.0,1016.0,1570.0,4487.0,2678.0,-799.0,-211.0,4487.0,3631.0,2453.0,-2219.0,5985.0,-2188.0,3008.0,1480.0,2248.0,356.0,-1524.0,-1563.0,3920.0,1875.0,4163.0,3007.0,4743.0
Amortyzacja,322.0,460.0,480.0,498.0,524.0,486.0,409.0,583.0,671.0,790.0,445.0,582.0,596.0,556.0,556.0,553.0,556.0,521.0,519.0,528.0,554.0,497.0,495.0,499.0,511.0,597.0,494.0,445.0,433.0,590.0,293.0,440.0,436.0,483.0,474.0,677.0,769.0,749.0,758.0,739.0,732.0,877.0,923.0,901.0,669.0,855.0,821.0,987.0,1040.0,1141.0,1270.0,1172.0,1179.0,1282.0,1349.0,1088.0,996.0,1089.0,1005.0,1000.0,1103.0,1270.0,1269.0,1372.0,1439.0,1573.0,1570.0,1383.0,1329.0
Przepływy pieniężne z działalności inwestycyjnej,-36.0,-5108.0,-893.0,-4470.0,-1226.0,-684.0,-3371.0,-221.0,-2063.0,-1060.0,469.0,473.0,-31.0,-592.0,-120.0,-57.0,134.0,-212.0,-638.0,-802.0,-381.0,-49.0,-384.0,-1724.0,-1491.0,-90.0,-749.0,-889.0,-1487.0,-1096.0,-106.0,-665.0,-904.0,-310.0,-2325.0,-807.0,-481.0,-1133.0,-790.0,-1179.0,-697.0,-1061.0,-3917.0,-2027.0,-1314.0,-2020.0,-1895.0,-1198.0,-360.0,-406.0,-1971.0,-1078.0,-1689.0,-893.0,-1477.0,-258.0,-1095.0,-725.0,-1464.0,-809.0,-4579.0,-1476.0,-5178.0,-1491.0,-1945.0,-1660.0,-1790.0,-1564.0,-2412.0
CAPEX (niematerialne i rzeczowe),36.0,0.0,445.0,3030.0,2663.0,328.0,3964.0,-15.0,2063.0,0.0,41.0,77.0,31.0,52.0,88.0,428.0,257.0,247.0,657.0,802.0,553.0,435.0,476.0,1777.0,799.0,445.0,788.0,917.0,1863.0,1107.0,106.0,1263.0,918.0,310.0,3439.0,808.0,387.0,1071.0,776.0,1189.0,717.0,1052.0,407.0,1885.0,1535.0,741.0,1914.0,1053.0,425.0,507.0,2080.0,1209.0,1741.0,926.0,1571.0,-28.0,1154.0,758.0,1464.0,809.0,4591.0,1530.0,5102.0,1580.0,1945.0,1660.0,1790.0,1628.0,2430.0
Przepływy pieniężne z działalności finansowej,42.0,9900.0,-302.0,3768.0,787.0,-294.0,1524.0,110.0,100.0,-105.0,-958.0,-600.0,-1363.0,141.0,-548.0,-213.0,-681.0,-772.0,-274.0,-263.0,-397.0,-322.0,-275.0,-242.0,-285.0,-348.0,295.0,-360.0,-331.0,1173.0,-477.0,-157.0,-167.0,-917.0,692.0,857.0,-74.0,-335.0,514.0,-1639.0,1576.0,-543.0,-449.0,-251.0,371.0,-426.0,837.0,-242.0,-769.0,-3462.0,3346.0,-1986.0,-367.0,-502.0,3031.0,-315.0,-412.0,3087.0,-379.0,-133.0,-156.0,-493.0,-318.0,1635.0,-1862.0,-397.0,-310.0,-1056.0,-188.0
Emisja akcji,0.0,10551.0,0.0,0.0,0.0,0.0,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0,0.0
Przepływy pieniężne razem,-43.0,4573.0,-1343.0,-907.0,271.0,-2128.0,-56.0,-397.0,-321.0,27.0,65.0,-88.0,557.0,-534.0,369.0,-356.0,24.0,176.0,-203.0,90.0,-107.0,56.0,922.0,100.0,24.0,-44.0,647.0,-382.0,1113.0,-422.0,-673.0,-418.0,281.0,225.0,579.0,717.0,3171.0,-1531.0,613.0,306.0,341.0,-1326.0,-697.0,-798.0,1172.0,-315.0,-42.0,130.0,3358.0,-1190.0,576.0,-3275.0,2431.0,2236.0,4007.0,-2792.0,4478.0,174.0,1165.0,538.0,-2487.0,-1613.0,-7020.0,-1419.0,113.0,-182.0,2063.0,387.0,2143.0
