,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Inne zobowiązania długoterminowe,,,,,,,32.08,15.27,185.66,26.45,52.78,11.0,41.78,53.64,16.92,45.48,14.36,9.04,27.15,8.92,3.35,-1.55,-8.82,-4.23,-1.02,3.19,0.07,-16.25,-15.19,-22.22,-18.58,217.2,195.72,148.58,169.84,-48.82,26.79,7.05,-4.74,111.83,-8.08,21.23,11.96,-26.33,-32.01,-22.85,-18.05,-29.83,-30.51,-29.23,-16.57,6.1,9.03,4.07,-53.28,-61.96,-57.26,-63.96,-37.46,-23.96,-37.78,-11.6,1.96,-16.67,-4.81,-13.79,-11.38,2.34,3.67,2.62,5.54,4.92,3.85,2.37,-6.16,8.25,3.88
Zobowiązania krótkoterminowe,,,,,16.01,28.88,20.87,48.41,49.28,41.32,49.79,41.45,42.14,42.68,34.1,29.93,47.16,48.93,28.93,-0.54,-35.38,-27.24,-6.15,5.01,31.52,34.66,32.26,63.18,45.23,48.65,31.6,-21.3,-37.51,-20.28,-41.34,21.96,55.08,16.4,-19.14,-48.15,-42.95,-49.63,4.79,5.74,4.02,9.47,-3.02,-3.91,-3.06,-30.1,-30.8,-27.77,-36.71,-17.75,-18.32,-24.68,-23.62,-24.27,-3.79,-0.9,23.66,18.23,20.61,22.89,40.15,49.27,29.72,30.06,21.55,9.25,14.57,16.88,-18.59,-13.97,-30.72,-7.1,28.05
Inne zobowiązania krótkoterminowe,,,,,,,,129.67,149.42,956.67,304.22,175.87,173.09,-75.42,55.5,-19.77,-43.33,-30.8,-42.81,-3.69,-22.47,-4.23,-6.31,-23.65,-6.95,-24.25,-23.32,28.2,-6.03,125.88,352.44,256.75,140.82,149.86,-28.27,-60.99,-34.25,26.88,209.26,349.86,495.78,11.35,-11.94,-19.7,-29.86,16.62,-6.75,-0.71,5.29,-28.77,-28.69,-61.8,-57.22,-43.01,-32.36,4.03,-15.29,-32.66,-30.83,-5.44,14.7,32.52,92.29,99.2,147.18,147.86,69.89,28.52,-6.68,-34.06,-24.86,-13.52,-38.15,-15.09,-32.22,10.17,90.75
Rozliczenia międzyokresowe,,,,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,5.5,18.77,29.31,47.53,106.65,85.18,82.82,71.55,36.65,37.25,25.54,21.31,18.61,24.07,18.02,12.12,-4.14,-0.83,5.61,3.05,11.64,10.88,14.41,14.2,12.8,2.65,-9.45,-14.07,-24.33,-25.25,-16.85,-13.08,0.15,6.56,-18.42,-19.58,-19.74,-22.79,0.08,1.34,-0.39,1.1,-5.18,-8.44,2.99,-5.17,-2.66,-3.83,-18.8,-14.19,-21.47,-22.11,-21.19,-21.45,-10.96,-6.12,3.8,5.42,8.81,10.4,17.82,22.36,19.5,23.1,19.67,13.46,16.01,14.32,-4.59,-3.98,-14.27,-9.52,4.75
Przepływy pieniężne z działalności operacyjnej,,,,,198.18,-527.44,168.76,-52.04,-1815.17,-3.05,-282.84,-213.1,76.36,393.33,325.1,586.37,-415.36,13.87,-76.26,131.68,-175.8,-125.29,-327.94,-33.33,-18.87,-53.23,-11.02,24.53,-59.93,350.88,121.76,-81.73,34.88,-61.2,3237.31,-47.61,96.3,-538.77,-88.93,75.67,188.85,76.67,-407.97,-21.24,-864.31,507.42,97.21,24.51,-86.4,-256.75,160.53,-158.74,153.99,51.22,-4814.2,70.53,-130.46,25.8,140.52,620.37,126.0,74.82,61.64,97.25,1122.21,2114.72,-235.36,47.83,-145.69,-132.46,150.35,14.53,-1077.6,38.3,-505.95,30.74,81.81
Amortyzacja,,,,,-11.38,0.91,14.6,43.04,44.6,48.26,62.85,27.38,62.84,77.02,47.78,42.72,23.68,15.1,15.86,-6.26,33.1,7.37,14.43,-10.98,-8.17,9.28,0.43,34.41,3.12,2.63,0.43,23.36,-20.49,-35.3,-31.17,-36.83,-21.96,-6.66,-29.09,-38.92,-67.77,-8.5,-28.22,-57.1,73.27,-41.32,-7.49,91.07,-24.47,-22.98,12.8,-12.45,3.7,5.78,-24.69,-4.69,26.65,28.21,32.3,40.73,14.34,9.07,4.04,-2.27,-10.39,-0.06,-0.62,6.25,12.11,4.51,11.67,7.86,10.02,9.66,7.76,8.17,0.06
Przepływy pieniężne z działalności inwestycyjnej,,,,,-223.1,-41.22,-733.94,23.25,138.53,-108.14,-2.12,-22.12,-998.01,-78.08,-13.0,-922.16,39.86,-35.38,7.11,-100.82,18.5,58.19,79.62,74.72,43.16,13.49,48.99,-10.64,-1792.9,2208.16,-186.72,336.89,108.94,-88.78,174.53,-54.3,-56.48,-77.26,-59.97,-81.69,-103.07,-57.68,-54.45,-41.17,75.24,-88.13,0.28,-64.26,-1934.42,370.16,-469.23,119.4,-109.74,-65.93,-42.7,-142.7,55.15,-418.73,119.85,-337.82,37.36,66.45,-218.53,193.29,-351.79,-227.59,49.59,-37.03,52.94,-120.44,-16.11,56.54,-15.03,-45.47,-297.83,-287.09,-32.29
CAPEX (niematerialne i rzeczowe),,,,,136.04,-98.31,-93.63,108.71,41.21,5039.74,147.84,121.78,15.93,336.77,-21.18,104.54,57.84,28.7,109.77,25.57,-28.88,-55.38,-60.6,-77.45,-32.91,-13.22,-70.3,28.22,1.88,-19.43,162.89,-70.5,-80.01,-85.36,-90.34,-72.47,17.34,21.58,102.93,-82.84,-43.11,-86.83,-75.77,70.0,-68.92,82.64,-61.02,84.42,187.32,174.89,2574.24,144.71,197.88,160.53,-1.03,43.75,-71.06,-35.16,-71.42,-27.44,-37.14,-20.27,20.81,-47.6,363.2,7.88,-40.16,105.02,-33.74,111.53,-3.95,-3.27,-20.03,50.84,275.31,132.26,-52.25
Przepływy pieniężne z działalności finansowej,,,,,-37.62,1121.43,113.39,88.78,229.54,14.99,87.7,849.65,933.15,-119.83,-85.17,-139.1,-7.84,267.01,-49.46,-833.46,36.88,-80.51,530.02,3.43,31.45,-97.98,-32.62,-58.59,-187.52,564866.99,-177.26,85.56,204.18,-99.17,9.74,67.8,-106.68,342.36,152.48,1014.43,133.02,-111.05,-106.59,-101.28,-231.43,-237.16,-588.44,-277.17,5895.27,-53.86,161.79,-287.54,-103.47,51.24,-341.76,60.7,14.15,-162.88,1.66,-953.08,-0.59,548.77,55.04,-51.99,-7.62,-117.24,-135.73,108.14,-46.92,28.57,-8.29,-169.19,-46.09,-85.52,44.59,-11.69,-112.43
Emisja akcji,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,-93.2,,,-42.52,-100.0,,,0.0,,,,290.87,,,,10.43,,,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,-368.35,396.57,-15.97,57.06,-83.15,-15.39,80.06,-109.77,95.62,-84.13,-77.66,4950.78,-1911.82,784.59,-827.04,45.86,-237.66,-213.12,120.78,-31.79,8.48,-27.52,-165.64,-16.52,-647.48,2231.26,-586.36,16.4,90.23,-92.12,718.58,-46.08,96.67,-204.92,-80.68,182.85,465.69,71.66,-280.61,-69.83,-728.98,528.08,93.19,11.39,245.28,-274.26,22.26,-190.33,-47.48,51.0,-1942.48,62.65,-154.78,10.45,123.92,-54.45,89.85,157.23,73.39,77.94,1798.9,567.91,-289.63,2725.31,-185.49,-138.85,126.15,4.96,-745.71,25.14,-832.9,22.27,72.35
