,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
Z tytułu dostaw i usług,69766.0,66035.0,108081.0,96567.0,137913.0,111022.0,145938.0,130952.0,137849.0,148857.0,68693.0,114640.0,169772.0,190898.0,169153.0,221478.0,194093.0,191454.0,200764.0,303134.0,283956.0,223493.0,180697.0,211422.0,292164.0,296163.0,155400.0,147711.0,185019.0,193585.0,159824.0,226705.0,256743.0,389392.0,279926.0,346141.0,289058.0,264085.0,219803.0,306221.0,253504.0,313418.0,187015.0,256702.0,261974.0,306498.0,254673.0,317413.0,362473.0,404984.0,350008.0,391107.0,311260.0,299643.0,282529.0,245335.0,301019.0,258673.0,218475.0,371913.0,350370.0,363131.0,347207.0,413653.0,364080.0,443402.0,289437.0,392172.0,355479.0,280620.0
Kredyty i pożyczki,380.0,1109.0,3025.0,5242.0,18624.0,19912.0,56412.0,24045.0,27347.0,22414.0,17117.0,5542.0,15452.0,29717.0,26754.0,5422.0,28696.0,24146.0,47679.0,63777.0,33108.0,66978.0,45543.0,55414.0,66057.0,37987.0,36488.0,53004.0,38246.0,24488.0,37517.0,19001.0,58948.0,28873.0,31107.0,41851.0,49487.0,81419.0,83227.0,79571.0,89048.0,43916.0,53461.0,82626.0,114653.0,43959.0,99142.0,104059.0,57181.0,40299.0,41191.0,76303.0,69805.0,118624.0,131604.0,117107.0,120563.0,24249.0,18270.0,84600.0,40961.0,43523.0,72868.0,164598.0,185301.0,100834.0,153342.0,152167.0,152965.0,38170.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51670.0,0.0,3950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,52000.0,52000.0,52000.0,0.0,0.0,0.0,586.0,586.0,586.0,586.0,586.0,586.0,1678.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6827.0,0.0,0.0,0.0,6266.0,4918.0,7355.0,4388.0,6663.0,5788.0,6020.0,5888.0,6454.0,6017.0,6191.0,5591.0,5677.0,5849.0,10390.0,30044.0,32569.0,17266.0,16375.0,14766.0,15670.0,16214.0,30240.0,14567.0,15212.0,20641.0,16620.0,29813.0,22334.0,21431.0,19062.0,18738.0,21432.0
Inne zobowiązania długoterminowe,6722.0,6169.0,7795.0,11014.0,23007.0,22912.0,19768.0,26050.0,28782.0,24101.0,22687.0,21235.0,32718.0,32020.0,33534.0,37324.0,36047.0,33338.0,34900.0,36626.0,47674.0,40922.0,39692.0,47865.0,37145.0,38282.0,39162.0,48677.0,44788.0,41445.0,38279.0,44949.0,48879.0,49181.0,36193.0,39003.0,46356.0,40139.0,36792.0,37125.0,36073.0,15545.0,29641.0,13451.0,13290.0,15961.0,20342.0,28471.0,29994.0,30760.0,38087.0,36750.0,42135.0,57314.0,30269.0,32151.0,40282.0,35627.0,87299.0,60158.0,48659.0,52837.0,51814.0,54126.0,83614.0,54788.0,80407.0,48538.0,64304.0,54711.0
Zobowiązania krótkoterminowe,91603.0,105490.0,157902.0,162370.0,213901.0,236694.0,294044.0,249236.0,255611.0,336479.0,227502.0,242307.0,322525.0,328926.0,313856.0,324542.0,328344.0,321402.0,385437.0,499666.0,504272.0,435647.0,401756.0,406716.0,544590.0,464653.0,349981.0,328051.0,450658.0,467656.0,415655.0,480444.0,528769.0,619117.0,513243.0,606783.0,607988.0,644857.0,569462.0,718774.0,686544.0,605289.0,482985.0,655163.0,639458.0,577831.0,591888.0,684452.0,707952.0,744550.0,705258.0,804188.0,732703.0,758805.0,804919.0,776778.0,901734.0,813675.0,737730.0,1071207.0,970791.0,940460.0,1099184.0,1213825.0,1231574.0,1107181.0,1056025.0,1102842.0,1200816.0,1066019.0
Inne zobowiązania krótkoterminowe,21457.0,38346.0,46796.0,60561.0,57364.0,105760.0,91694.0,94239.0,90415.0,165208.0,141692.0,122125.0,137301.0,108311.0,117949.0,97642.0,105555.0,105802.0,136994.0,132755.0,187208.0,145176.0,175516.0,139880.0,186369.0,130503.0,158093.0,127336.0,177393.0,199583.0,208314.0,224738.0,213078.0,194025.0,202210.0,218791.0,269443.0,293087.0,261514.0,325627.0,339604.0,241292.0,236721.0,258145.0,256943.0,216970.0,232056.0,256789.0,282707.0,293590.0,308210.0,326388.0,321594.0,307969.0,373520.0,397961.0,413386.0,463083.0,432771.0,532454.0,564893.0,518594.0,658468.0,618368.0,651794.0,540025.0,591229.0,538855.0,673048.0,724119.0
Rozliczenia międzyokresowe,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,131243.0,153356.0,212352.0,346949.0,445703.0,491170.0,530584.0,543810.0,581042.0,647937.0,550471.0,568928.0,614911.0,608249.0,600830.0,648721.0,652180.0,623886.0,680343.0,780803.0,861296.0,774762.0,741519.0,758548.0,890704.0,819693.0,699993.0,686948.0,763214.0,795930.0,801877.0,893604.0,951293.0,1051445.0,938461.0,1050039.0,1078880.0,1098889.0,1017023.0,1094069.0,1068022.0,947297.0,841295.0,950882.0,997279.0,942685.0,963769.0,1022145.0,1052264.0,1098400.0,1088363.0,1193264.0,1143212.0,1173495.0,1210698.0,1192600.0,1278324.0,1199863.0,1197079.0,1525673.0,1872848.0,1833190.0,1998612.0,2086472.0,2114242.0,2016268.0,2017997.0,1971989.0,2155358.0,1973833.0
Przepływy pieniężne z działalności operacyjnej,-2722.0,10238.0,28028.0,-24588.0,26008.0,6708.0,-50934.0,-50156.0,-4450.0,53046.0,3364.0,28484.0,34168.0,87331.0,-40437.0,465.0,1492.0,62038.0,-124292.0,2816.0,-12353.0,67048.0,-57688.0,473.0,14675.0,131467.0,-111944.0,-10696.0,33224.0,34825.0,-38696.0,5311.0,-29029.0,169927.0,-40584.0,-35139.0,34886.0,59416.0,-72325.0,1158.0,23869.0,121857.0,-95985.0,-25755.0,-30492.0,108316.0,-113069.0,-5876.0,48896.0,137485.0,-108136.0,-16734.0,22689.0,-13690.0,37807.0,-3591.0,33307.0,236533.0,-36102.0,-114994.0,-110783.0,88516.0,-90745.0,-186771.0,36250.0,105641.0,-47879.0,50209.0,-20447.0,275229.0
Amortyzacja,126.0,352.0,126.0,627.0,540.0,554.0,414.0,2012.0,1965.0,1927.0,1423.0,2361.0,1928.0,2112.0,1512.0,2429.0,1822.0,2399.0,1324.0,2560.0,1738.0,2281.0,1165.0,2504.0,1575.0,2285.0,1310.0,2387.0,1672.0,2297.0,1457.0,2632.0,1827.0,2959.0,1855.0,3119.0,2384.0,3210.0,2785.0,3257.0,2340.0,2514.0,1988.0,3316.0,2345.0,3539.0,2775.0,4460.0,3079.0,4671.0,4391.0,5995.0,3709.0,34791.0,4656.0,6618.0,5455.0,6212.0,5260.0,7201.0,6445.0,8489.0,41444.0,-25027.0,7473.0,9236.0,8728.0,9218.0,9349.0,9639.0
Przepływy pieniężne z działalności inwestycyjnej,1746.0,-5145.0,-917.0,-1441.0,-48162.0,-24282.0,-6666.0,21410.0,354.0,-8974.0,-6980.0,-9404.0,-7252.0,-5596.0,-6202.0,-11728.0,-11749.0,-14622.0,-2065.0,-778.0,-1476.0,5749.0,-78.0,-14687.0,1094.0,8234.0,5583.0,-5932.0,-1114.0,1830.0,-554.0,-2260.0,-6334.0,-14296.0,-5260.0,-16142.0,-1699.0,13737.0,-7138.0,-18399.0,-13096.0,63116.0,-9656.0,-1546.0,-1288.0,17087.0,-10709.0,-14266.0,941.0,-3584.0,-2688.0,3228.0,-1283.0,-4127.0,-3887.0,-2887.0,-12111.0,-4086.0,-25672.0,-58306.0,-22357.0,-37378.0,-25288.0,-24862.0,-12554.0,10503.0,-6388.0,-2578.0,-20079.0,-4167.0
CAPEX (niematerialne i rzeczowe),-75.0,2093.0,917.0,1620.0,1422.0,-1210.0,2649.0,-864.0,1208.0,1234.0,226.0,1351.0,533.0,1066.0,494.0,2286.0,448.0,1394.0,834.0,1137.0,150.0,51.0,713.0,464.0,2688.0,264.0,813.0,114.0,389.0,654.0,918.0,1419.0,2321.0,2019.0,4762.0,1452.0,14492.0,8571.0,1392.0,1141.0,1051.0,423.0,574.0,1551.0,1136.0,934.0,21246.0,-17580.0,1389.0,8935.0,3094.0,4460.0,2821.0,2065.0,4263.0,2156.0,2462.0,4533.0,27953.0,15556.0,5530.0,39024.0,17660.0,17090.0,15396.0,4056.0,6171.0,3818.0,730.0,12028.0
Przepływy pieniężne z działalności finansowej,-1069.0,4678.0,2387.0,118149.0,-53929.0,71274.0,14730.0,2880.0,7927.0,8432.0,-7156.0,-18529.0,-24900.0,-16564.0,-3721.0,-1411.0,5341.0,-4784.0,26230.0,11418.0,29520.0,12245.0,-24981.0,5902.0,7535.0,-31733.0,-8835.0,10053.0,-16957.0,-7216.0,25831.0,-939.0,16028.0,-40316.0,-4514.0,19218.0,13034.0,7922.0,-14271.0,4100.0,2887.0,-56622.0,-10252.0,27318.0,29481.0,-74331.0,45747.0,-75.0,-51900.0,-17153.0,3388.0,24164.0,-9608.0,44429.0,9407.0,-19458.0,-16614.0,-110033.0,-12009.0,71786.0,369702.0,-41781.0,32352.0,78535.0,10510.0,-132820.0,85939.0,-63589.0,42932.0,-190024.0
Emisja akcji,0.0,800.0,0.0,120717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,597.0,0.0,0.0,0.0,402.0,0.0,0.0,0.0,521.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505.0,0.0,0.0,0.0,6266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9378.0,0.0,0.0,0.0,6570.0,13.0,0.0,0.0,15374.0,6194.0,0.0,0.0,15095.0,294.0,0.0,14093.0,1204.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,20.0,3245.0,0.0,0.0,16.0,500.0,0.0,0.0,0.0,0.0,10490.0,0.0,0.0
Przepływy pieniężne razem,-2045.0,9771.0,29498.0,92120.0,-76083.0,53700.0,-42870.0,-25866.0,3831.0,52504.0,-10772.0,551.0,2016.0,65171.0,-50360.0,-12674.0,-4916.0,42632.0,-100127.0,13456.0,15691.0,85042.0,-82747.0,-8312.0,23304.0,107968.0,-115196.0,-6575.0,15153.0,29439.0,-13419.0,2112.0,-19335.0,115315.0,-50358.0,-32063.0,46221.0,81075.0,-93734.0,-13141.0,13660.0,128351.0,-115893.0,17.0,-2299.0,51072.0,-78031.0,-20217.0,-2063.0,116748.0,-107436.0,10658.0,11798.0,26612.0,43327.0,-25936.0,4582.0,122414.0,-73783.0,-101514.0,236562.0,9357.0,-83681.0,-133098.0,34206.0,-16676.0,31672.0,-15958.0,2406.0,81038.0
