,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,250.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.0,0.0,0.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania krótkoterminowe,6692.0,19359.0,12514.0,3706.0,4244.0,19308.0,9894.0,4495.0,10676.0,23549.0,10520.0,3780.0,9914.0,19456.0,7694.0,5460.0,12804.0,23536.0,16043.0,8893.0,28930.0,43842.0,25215.0,12999.0,18153.0,32593.0,20043.0,7025.0,19742.0,44582.0,23140.0,10627.0,18563.0,33067.0,39667.0,14796.0,23251.0,50145.0,35284.0,22942.0,38932.0,25074.0,32198.0,14908.0,21743.0,30098.0,26853.0,13463.0,23777.0,27544.0,23857.0,18028.0,34062.0,45969.0,57635.0,32248.0,52134.0,54685.0,52403.0,59125.0,85170.0,98284.0,108023.0,80405.0,83531.0,107828.0,82617.0,44923.0,69533.0,57959.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,16.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,785.0,0.0,0.0,0.0,704.0,0.0,0.0,0.0,754.0,0.0,0.0,0.0,-4246.0,0.0,0.0,0.0,782.0,0.0,0.0,0.0,873.0,0.0,0.0,0.0,3059.0,0.0,0.0,0.0,1768.0,0.0,0.0,0.0,1805.0,0.0,0.0,0.0,5399.0,0.0,0.0,0.0,3188.0,0.0,0.0,0.0,2862.0,0.0,0.0,0.0,3201.0,0.0,0.0,0.0,3546.0,0.0,0.0
Rozliczenia międzyokresowe,407.0,226.0,1092.0,218.0,682.0,1302.0,2176.0,553.0,666.0,1719.0,1376.0,444.0,598.0,1153.0,1201.0,859.0,1047.0,177.0,182.0,248.0,237.0,235.0,215.0,692.0,238.0,421.0,354.0,317.0,303.0,807.0,317.0,417.0,398.0,528.0,713.0,619.0,605.0,678.0,914.0,522.0,700.0,1411.0,1099.0,965.0,1114.0,1451.0,1224.0,642.0,736.0,915.0,532.0,469.0,444.0,738.0,1022.0,855.0,1012.0,1825.0,1313.0,1386.0,5578.0,5162.0,5099.0,2055.0,2318.0,2072.0,2520.0,5057.0,5302.0,5608.0
Pasywa razem,14698.0,29086.0,24005.0,23810.0,24633.0,43812.0,36684.0,28752.0,34968.0,53394.0,41823.0,34006.0,43671.0,60981.0,52038.0,50351.0,62668.0,77828.0,71308.0,61919.0,81688.0,99172.0,80436.0,65800.0,69540.0,86526.0,75075.0,62034.0,73991.0,102994.0,81242.0,68052.0,75056.0,91877.0,99358.0,72418.0,82153.0,111839.0,98328.0,85832.0,105030.0,98992.0,107524.0,90685.0,96972.0,112536.0,112044.0,97178.0,107484.0,114910.0,111357.0,104878.0,120757.0,136304.0,149532.0,122635.0,144156.0,154076.0,154660.0,162193.0,194492.0,214922.0,227760.0,198677.0,201401.0,233174.0,212271.0,177807.0,206510.0,208815.0
Przepływy pieniężne z działalności operacyjnej,-1780.0,-6223.0,6856.0,5099.0,-4249.0,-10678.0,5112.0,5774.0,-3345.0,-6774.0,12378.0,4921.0,-7129.0,-8458.0,14987.0,2722.0,-9143.0,-4621.0,6310.0,6214.0,-13196.0,-9801.0,19149.0,5970.0,-2607.0,-7890.0,10696.0,9405.0,-7437.0,-15276.0,12763.0,9267.0,-1026.0,-10034.0,-4526.0,16230.0,-4066.0,-21564.0,14284.0,16955.0,-11432.0,14635.0,1135.0,3408.0,-374.0,-3425.0,-791.0,9710.0,-1818.0,-2473.0,3438.0,10539.0,1426.0,-14477.0,-4672.0,26401.0,-6417.0,2958.0,885.0,3349.0,-11141.0,-20068.0,-1455.0,4800.0,7687.0,-1960.0,5705.0,33546.0,-7326.0,27754.0
Amortyzacja,80.0,117.0,265.0,121.0,127.0,141.0,137.0,143.0,145.0,175.0,180.0,158.0,185.0,186.0,165.0,181.0,184.0,160.0,164.0,193.0,416.0,425.0,427.0,467.0,531.0,474.0,425.0,481.0,480.0,473.0,478.0,479.0,480.0,474.0,470.0,463.0,458.0,457.0,509.0,504.0,507.0,521.0,565.0,562.0,585.0,609.0,576.0,568.0,575.0,581.0,583.0,589.0,592.0,656.0,768.0,827.0,809.0,872.0,884.0,888.0,858.0,857.0,880.0,872.0,860.0,920.0,896.0,1201.0,1061.0,1068.0
Przepływy pieniężne z działalności inwestycyjnej,-253.0,97.0,-167.0,-120.0,-135.0,-513.0,-1939.0,-546.0,-837.0,-526.0,-172.0,-926.0,-3570.0,-1650.0,-455.0,-2983.0,-4957.0,-3316.0,-1593.0,-1465.0,-797.0,-742.0,-177.0,405.0,-68.0,-161.0,-21.0,-16.0,-60.0,-444.0,-126.0,463.0,-837.0,-100.0,-851.0,-127.0,-899.0,-799.0,-449.0,-2230.0,-1484.0,-1783.0,4.0,-990.0,-1091.0,-705.0,3861.0,-4673.0,-1007.0,-1317.0,-2206.0,-2957.0,-5751.0,-1496.0,-997.0,-3546.0,-680.0,-1267.0,-1302.0,-509.0,-962.0,-505.0,-728.0,-413.0,-1995.0,-3769.0,-325.0,-921.0,-1240.0,-4192.0
CAPEX (niematerialne i rzeczowe),253.0,80.0,116.0,171.0,325.0,326.0,1939.0,554.0,838.0,540.0,172.0,926.0,3570.0,1650.0,485.0,2983.0,4957.0,3316.0,1593.0,1471.0,797.0,742.0,177.0,123.0,99.0,130.0,42.0,16.0,60.0,444.0,126.0,103.0,837.0,129.0,931.0,225.0,899.0,858.0,464.0,2184.0,1484.0,1896.0,76.0,829.0,1118.0,282.0,712.0,544.0,1007.0,1317.0,2206.0,2959.0,5751.0,1506.0,1047.0,3619.0,718.0,1267.0,1302.0,520.0,974.0,537.0,746.0,475.0,2063.0,3769.0,463.0,939.0,1258.0,4192.0
Przepływy pieniężne z działalności finansowej,2327.0,5855.0,-9388.0,4481.0,-224.0,9042.0,-3061.0,-5239.0,4428.0,7331.0,-11710.0,-1934.0,8199.0,9749.0,-13398.0,1075.0,12734.0,7397.0,-4316.0,-4954.0,14381.0,9922.0,-18843.0,-5601.0,2720.0,8243.0,-10940.0,-9342.0,243.0,24752.0,-12584.0,-11037.0,2005.0,10459.0,8327.0,-20637.0,5559.0,22579.0,-13097.0,-16122.0,13991.0,-11777.0,3888.0,-8748.0,919.0,4630.0,1346.0,-9831.0,2964.0,3218.0,-1135.0,-7039.0,7487.0,13653.0,6953.0,-24702.0,7700.0,-1731.0,2197.0,-5644.0,14887.0,17261.0,5632.0,-6048.0,-2467.0,4511.0,-4386.0,-35845.0,10312.0,-17889.0
Emisja akcji,0.0,0.0,0.0,10362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,294.0,-271.0,-2699.0,9460.0,-4608.0,-2149.0,112.0,-11.0,246.0,31.0,496.0,2061.0,-2500.0,-359.0,1134.0,814.0,-1366.0,-540.0,401.0,-205.0,388.0,-621.0,129.0,774.0,45.0,192.0,-265.0,47.0,-7254.0,9032.0,53.0,-1307.0,142.0,325.0,2950.0,-4534.0,594.0,216.0,738.0,-1397.0,1075.0,1075.0,5027.0,-6330.0,-546.0,500.0,4416.0,-4794.0,139.0,-572.0,97.0,543.0,3162.0,-2320.0,1284.0,-1847.0,603.0,-40.0,1780.0,-2804.0,2784.0,-3312.0,3449.0,-1661.0,3225.0,-1218.0,994.0,-3220.0,1746.0,5673.0
