,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,143.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,369.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,186.0
Zobowiązania krótkoterminowe,5286.0,10732.0,9470.0,4733.0,7021.0,8782.0,8169.0,3298.0,4060.0,4472.0,4889.0,3893.0,3427.0,9855.0,10298.0,6730.0,6598.0,9905.0,10602.0,3432.0,4708.0,6538.0,8120.0,3647.0,3657.0,4362.0,8349.0,5128.0,4684.0,7930.0,3937.0,1579.0,2651.0,5275.0,4586.0,1712.0,2213.0,3469.0,5924.0,4249.0,5136.0,4107.0,3479.0,2349.0,2970.0,5076.0,5070.0,3402.0,2253.0,7540.0,7186.0,5228.0,5624.0,4800.0,3500.0,2988.0,2936.0,3875.0,3744.0,2877.0,5108.0,4550.0,4547.0,3446.0,6551.0,6068.0,5729.0,2681.0,3704.0,4778.0,6160.0,2960.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,2818.0,0.0,0.0,0.0,899.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,519.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,677.0,0.0,0.0,0.0,743.0
Rozliczenia międzyokresowe,778.0,822.0,866.0,900.0,943.0,979.0,809.0,722.0,733.0,659.0,597.0,777.0,756.0,665.0,643.0,521.0,531.0,538.0,546.0,553.0,564.0,679.0,609.0,660.0,650.0,652.0,656.0,640.0,651.0,664.0,670.0,703.0,414.0,317.0,322.0,405.0,405.0,393.0,391.0,392.0,392.0,357.0,351.0,381.0,381.0,552.0,544.0,929.0,929.0,854.0,842.0,939.0,939.0,1063.0,1052.0,1116.0,1101.0,2345.0,2344.0,1376.0,1485.0,1380.0,1379.0,1627.0,1627.0,1803.0,1802.0,1993.0,1997.0,2030.0,2013.0,2315.0
Pasywa razem,11381.0,17343.0,16985.0,11771.0,14162.0,16736.0,16774.0,13683.0,15170.0,16045.0,16024.0,13660.0,13113.0,16086.0,17254.0,13055.0,12465.0,16342.0,18167.0,13689.0,15885.0,18667.0,20503.0,14923.0,15896.0,16643.0,17167.0,13862.0,12598.0,16234.0,16574.0,13223.0,14350.0,17794.0,16558.0,13387.0,14517.0,15504.0,15968.0,13998.0,14432.0,17369.0,16360.0,15149.0,16219.0,19058.0,19267.0,17310.0,16446.0,19652.0,20047.0,18188.0,18320.0,19584.0,18549.0,16668.0,16356.0,19303.0,20270.0,18361.0,20568.0,21385.0,22015.0,20593.0,23636.0,24366.0,25043.0,21815.0,22737.0,24157.0,26508.0,23062.0
Przepływy pieniężne z działalności operacyjnej,-327.0,-332.0,756.0,504.0,216.0,-168.0,2216.0,-1180.0,-1034.0,54.0,394.0,495.0,-316.0,245.0,43.0,703.0,43.0,-632.0,119.0,1544.0,-425.0,-264.0,266.0,927.0,-1090.0,358.0,1150.0,-27.0,-256.0,312.0,513.0,1144.0,-603.0,536.0,1458.0,-411.0,-407.0,552.0,739.0,-130.0,-684.0,-234.0,989.0,-245.0,-1082.0,89.0,1404.0,1549.0,-958.0,-747.0,877.0,981.0,-622.0,1233.0,78.0,2071.0,-370.0,2093.0,1068.0,-572.0,534.0,-125.0,590.0,-728.0,1722.0,-609.0,1029.0,-4149.0,375.0,208.0,2138.0,-1043.0
Amortyzacja,158.0,149.0,169.0,125.0,138.0,144.0,161.0,154.0,151.0,148.0,145.0,137.0,154.0,149.0,146.0,144.0,137.0,140.0,148.0,145.0,156.0,176.0,172.0,171.0,167.0,151.0,148.0,136.0,124.0,128.0,124.0,121.0,119.0,125.0,119.0,116.0,119.0,116.0,109.0,106.0,93.0,95.0,91.0,91.0,94.0,95.0,94.0,99.0,100.0,89.0,83.0,83.0,78.0,78.0,83.0,75.0,76.0,72.0,70.0,73.0,74.0,76.0,79.0,77.0,86.0,81.0,87.0,100.0,100.0,100.0,106.0,111.0
Przepływy pieniężne z działalności inwestycyjnej,-17.0,-149.0,149.0,-169.0,-143.0,-426.0,-1242.0,-77.0,-18.0,-351.0,-84.0,-107.0,-253.0,-49.0,-27.0,-67.0,-118.0,-13.0,-17.0,-83.0,-767.0,-55.0,-74.0,-134.0,-136.0,0.0,-2.0,0.0,-24.0,-150.0,-50.0,-455.0,-86.0,-162.0,-5.0,-142.0,-862.0,0.0,-5.0,1.0,-5.0,-131.0,-9.0,-54.0,-90.0,-5.0,-453.0,-42.0,-231.0,-30.0,-187.0,-194.0,-61.0,0.0,52.0,-71.0,-256.0,-110.0,-19.0,9.0,-262.0,-27.0,-160.0,-270.0,-973.0,-757.0,-148.0,-129.0,-412.0,77.0,-147.0,299.0
CAPEX (niematerialne i rzeczowe),0.0,0.0,174.0,12.0,143.0,426.0,72.0,1291.0,18.0,351.0,102.0,112.0,253.0,55.0,17.0,85.0,118.0,13.0,17.0,83.0,767.0,58.0,74.0,149.0,136.0,0.0,2.0,0.0,24.0,150.0,50.0,455.0,86.0,162.0,5.0,155.0,862.0,0.0,5.0,21.0,5.0,131.0,9.0,54.0,90.0,3.0,460.0,45.0,231.0,30.0,187.0,194.0,61.0,0.0,-40.0,71.0,256.0,127.0,19.0,2.0,262.0,57.0,160.0,270.0,1040.0,765.0,148.0,131.0,412.0,-77.0,147.0,-299.0
Przepływy pieniężne z działalności finansowej,300.0,525.0,-463.0,-933.0,98.0,406.0,-75.0,389.0,928.0,382.0,-232.0,-399.0,362.0,-127.0,-13.0,-643.0,-3.0,691.0,-128.0,-1477.0,1208.0,360.0,-225.0,-742.0,1144.0,-287.0,-658.0,-7.0,-84.0,-34.0,-269.0,-909.0,618.0,311.0,-1427.0,-124.0,1174.0,-386.0,-426.0,-75.0,368.0,475.0,-1020.0,218.0,1120.0,-43.0,-944.0,-845.0,522.0,-423.0,592.0,-366.0,200.0,-1008.0,-314.0,-1354.0,90.0,955.0,-35.0,-26.0,77.0,-487.0,-126.0,-119.0,-157.0,-119.0,-159.0,-94.0,-113.0,-113.0,57.0,210.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0
Przepływy pieniężne razem,-44.0,44.0,442.0,-598.0,171.0,-188.0,899.0,-868.0,-124.0,85.0,78.0,-11.0,-207.0,69.0,3.0,-7.0,-78.0,46.0,-26.0,-16.0,16.0,41.0,-33.0,51.0,-82.0,71.0,490.0,-34.0,-364.0,128.0,194.0,-220.0,-71.0,685.0,26.0,-677.0,-95.0,166.0,308.0,-204.0,-321.0,110.0,-40.0,-81.0,-52.0,41.0,7.0,662.0,-667.0,-1200.0,1282.0,421.0,-483.0,225.0,-184.0,646.0,-536.0,2938.0,1014.0,-589.0,349.0,-639.0,304.0,-1117.0,592.0,-1485.0,722.0,-4372.0,-150.0,172.0,2048.0,-534.0
