,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
Zobowiązania długoterminowe,550.0,5557.0,6695.0,1913.0,250.0,191.0,8896.0,11065.0,11705.0,10060.0,9692.0,9720.0,9439.0,9124.0,10093.0,48379.0,49375.0,42682.0,47337.0,50695.0,51463.0,48875.0,6748.0,6045.0,5833.0,49020.0,59679.0,64511.0,65472.0,54324.0,64165.0,8903.0,3458.0,4296.0,4048.0,48479.0,60520.0,66028.0,71289.0,62439.0,68740.0,71831.0,66385.0,5667.0,4252.0,4978.0,4884.0,40360.0,51489.0,57136.0,51133.0,43029.0,42132.0,55649.0,52049.0,6099.0,5205.0,3166.0,3077.0,43086.0,36028.0,36891.0,44591.0,6253.0,5938.0,5994.0,6093.0,6076.0,5781.0,5801.0,6791.0,6745.0,6385.0,6052.0
Z tytułu dostaw i usług,0.0,0.0,0.0,7898.0,0.0,0.0,0.0,23523.0,0.0,4607.0,10146.0,17278.0,14677.0,5430.0,11069.0,8506.0,3257.0,3276.0,3714.0,4037.0,5925.0,3629.0,6514.0,21635.0,13926.0,7983.0,7543.0,16006.0,8763.0,9389.0,8177.0,6115.0,10306.0,11949.0,11835.0,6120.0,10070.0,20297.0,17110.0,6879.0,10338.0,21058.0,13687.0,11037.0,9483.0,26240.0,22766.0,20932.0,37967.0,38867.0,33118.0,20069.0,32837.0,38736.0,34857.0,31785.0,38917.0,47146.0,35768.0,34477.0,33081.0,46128.0,39933.0,40040.0,57043.0,57098.0,51375.0,42223.0,80226.0,54229.0,39093.0,53346.0,53442.0,74657.0
Kredyty i pożyczki,0.0,0.0,0.0,15184.0,0.0,0.0,0.0,44710.0,0.0,41444.0,42790.0,45991.0,46750.0,42240.0,42813.0,5026.0,1026.0,1026.0,1026.0,1026.0,1026.0,1026.0,45093.0,44860.0,45426.0,1044.0,1026.0,10040.0,9757.0,9018.0,6606.0,52519.0,56482.0,69544.0,69744.0,10843.0,855.0,6745.0,341.0,85.0,0.0,0.0,0.0,47281.0,52647.0,48599.0,48623.0,5184.0,0.0,4530.0,1225.0,0.0,0.0,4098.0,0.0,45659.0,47842.0,60314.0,60230.0,10886.0,3445.0,2533.0,4985.0,40562.0,43743.0,43836.0,56456.0,45736.0,47900.0,53704.0,46676.0,42578.0,49858.0,21635.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,1913.0,0.0,0.0,0.0,3265.0,0.0,2848.0,2792.0,3120.0,3139.0,3016.0,3079.0,3076.0,3085.0,2997.0,2909.0,2663.0,2860.0,2821.0,2812.0,2367.0,2411.0,2319.0,2352.0,2330.0,2373.0,2871.0,2835.0,3812.0,2626.0,3715.0,3717.0,3528.0,3727.0,3227.0,3093.0,3057.0,2932.0,2947.0,2832.0,2868.0,2732.0,4978.0,4884.0,5209.0,4945.0,4656.0,4365.0,4641.0,4205.0,3964.0,4113.0,3815.0,3666.0,3166.0,3077.0,5066.0,5132.0,4362.0,3981.0,6253.0,5938.0,5994.0,6093.0,6076.0,5781.0,5801.0,6791.0,6745.0,6385.0,6052.0
Zobowiązania krótkoterminowe,22662.0,16500.0,16443.0,24633.0,26606.0,19180.0,45894.0,70727.0,56688.0,47468.0,54674.0,65442.0,63429.0,49741.0,56949.0,17508.0,12194.0,6998.0,7505.0,8224.0,11373.0,7551.0,57821.0,71035.0,62445.0,12029.0,12926.0,32179.0,22535.0,21176.0,17585.0,61921.0,71952.0,86536.0,86623.0,20986.0,15303.0,34107.0,23900.0,11134.0,17183.0,31192.0,19822.0,62811.0,66256.0,82376.0,76205.0,30617.0,42617.0,48543.0,39977.0,25121.0,37881.0,47623.0,40407.0,82468.0,91927.0,114946.0,101522.0,50749.0,41898.0,56079.0,50982.0,86852.0,107314.0,108998.0,113026.0,96898.0,135680.0,116231.0,95030.0,102706.0,111965.0,108705.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,1551.0,0.0,0.0,0.0,2494.0,0.0,1417.0,1738.0,2173.0,2002.0,2071.0,3067.0,3976.0,7911.0,2696.0,2765.0,3161.0,4422.0,2896.0,6214.0,4540.0,3093.0,3002.0,4357.0,6133.0,4015.0,2769.0,2802.0,3287.0,5164.0,5043.0,5044.0,4023.0,4378.0,7065.0,6449.0,4170.0,6845.0,10134.0,6135.0,4493.0,4126.0,7537.0,4816.0,4501.0,4650.0,5146.0,5634.0,5052.0,5044.0,4789.0,5550.0,5024.0,5168.0,7486.0,5524.0,5386.0,5372.0,7418.0,6064.0,6250.0,6528.0,8064.0,5195.0,8939.0,7554.0,8298.0,9261.0,6782.0,8665.0,12413.0
Rozliczenia międzyokresowe,274.0,246.0,1639.0,0.0,264.0,308.0,2923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,58602.0,58363.0,67808.0,72211.0,67961.0,60878.0,104154.0,130314.0,116828.0,103549.0,109363.0,124248.0,107906.0,108716.0,116277.0,98862.0,96110.0,82033.0,86895.0,93341.0,98565.0,92157.0,100613.0,117380.0,112220.0,106070.0,120931.0,147092.0,138684.0,125135.0,129686.0,123836.0,129286.0,147570.0,149224.0,128151.0,136324.0,163513.0,161065.0,139536.0,153288.0,169477.0,154127.0,135014.0,137184.0,153618.0,147504.0,136148.0,158477.0,171783.0,158146.0,141067.0,153734.0,178416.0,169229.0,158307.0,168542.0,189814.0,178766.0,168197.0,154291.0,169673.0,175217.0,173491.0,196001.0,197731.0,203554.0,188814.0,229061.0,209786.0,193899.0,203026.0,218486.0,221235.0
Przepływy pieniężne z działalności operacyjnej,1118.0,-2617.0,-887.0,-3133.0,2200.0,609.0,997.0,-12765.0,3001.0,4465.0,-356.0,74.0,855.0,5273.0,-5167.0,2963.0,6750.0,6477.0,3030.0,-6934.0,-1390.0,2542.0,502.0,114.0,-1716.0,6117.0,-4589.0,-16960.0,-623.0,14360.0,-4106.0,11540.0,5128.0,-14692.0,1180.0,16559.0,-1049.0,-5681.0,3124.0,9430.0,-5616.0,-334.0,12752.0,21658.0,-888.0,-1239.0,-2621.0,12662.0,-4941.0,-10963.0,10553.0,5800.0,2574.0,-17500.0,3715.0,8721.0,1484.0,-15645.0,8383.0,9413.0,20999.0,1562.0,-12429.0,8329.0,-1441.0,-253.0,-5702.0,14273.0,3237.0,-7701.0,14165.0,8040.0,711.0,23792.0
Amortyzacja,358.0,356.0,177.0,450.0,302.0,214.0,407.0,592.0,498.0,513.0,597.0,532.0,542.0,548.0,535.0,560.0,314.0,722.0,98.0,432.0,364.0,647.0,481.0,488.0,516.0,532.0,518.0,533.0,675.0,665.0,660.0,1792.0,609.0,650.0,659.0,651.0,674.0,651.0,658.0,866.0,674.0,644.0,635.0,618.0,646.0,638.0,822.0,837.0,838.0,835.0,833.0,851.0,848.0,867.0,844.0,845.0,854.0,868.0,873.0,1038.0,1048.0,1053.0,1030.0,1072.0,1056.0,1064.0,1144.0,850.0,1059.0,1089.0,1078.0,1106.0,1126.0,1122.0
Przepływy pieniężne z działalności inwestycyjnej,-97.0,-464.0,-2051.0,-838.0,-628.0,-527.0,-16900.0,923.0,-649.0,440.0,-254.0,-2567.0,-122.0,-84.0,-219.0,66.0,-19.0,674.0,-10995.0,691.0,1480.0,-1477.0,-2266.0,2191.0,-149.0,-3235.0,-4492.0,3104.0,-78.0,-609.0,-1755.0,1894.0,-3312.0,3058.0,-94.0,-355.0,-1463.0,-867.0,-787.0,-1407.0,-390.0,-2118.0,-2415.0,-4374.0,-1652.0,3933.0,-873.0,-1537.0,254.0,-158.0,-319.0,12784.0,-839.0,-2097.0,-346.0,-832.0,-195.0,-632.0,-1282.0,-666.0,-1264.0,-1056.0,-1840.0,-1165.0,-635.0,-1172.0,-1273.0,-747.0,-1004.0,-144.0,-267.0,-1313.0,-729.0,-1165.0
CAPEX (niematerialne i rzeczowe),639.0,466.0,2054.0,843.0,634.0,528.0,1108.0,-820.0,694.0,-436.0,276.0,578.0,149.0,194.0,212.0,66.0,48.0,212.0,11292.0,-2625.0,149.0,469.0,1662.0,-220.0,235.0,3149.0,4504.0,-3126.0,1759.0,523.0,17.0,-1648.0,3330.0,-2607.0,75.0,809.0,1522.0,744.0,680.0,1428.0,495.0,2097.0,2449.0,4245.0,1655.0,-909.0,897.0,1625.0,317.0,173.0,379.0,513.0,883.0,2191.0,917.0,773.0,246.0,663.0,1292.0,695.0,1353.0,1096.0,1920.0,1210.0,1055.0,1065.0,1145.0,1150.0,1126.0,173.0,327.0,1278.0,735.0,1225.0
Przepływy pieniężne z działalności finansowej,-3281.0,274.0,600.0,-2598.0,249.0,-746.0,16473.0,11684.0,-1248.0,-3993.0,386.0,1712.0,-148.0,-5752.0,5705.0,-382.0,-3153.0,-7561.0,8396.0,2989.0,10.0,-3043.0,1433.0,-1036.0,-256.0,-1701.0,9900.0,12988.0,-352.0,-13498.0,6028.0,-12930.0,-913.0,12017.0,-758.0,-14854.0,1455.0,8785.0,-1602.0,-9553.0,5873.0,2696.0,-9826.0,-13987.0,3659.0,-6301.0,-430.0,-11255.0,5591.0,9580.0,-9612.0,-10143.0,-967.0,17252.0,-8450.0,-6179.0,846.0,10313.0,-1983.0,-12118.0,-15182.0,-1763.0,9966.0,-5620.0,2341.0,-1061.0,9211.0,-12514.0,722.0,1521.0,-9213.0,-5680.0,5438.0,-32890.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.0,0.0,0.0,0.0,0.0,1218.0,0.0,0.0,1706.0,0.0,0.0,0.0,0.0,2315.0,0.0,0.0,2315.0,0.0,0.0,0.0,2985.0
Przepływy pieniężne razem,-2260.0,-2807.0,-2338.0,-6569.0,1821.0,-664.0,570.0,-158.0,1104.0,912.0,-224.0,-781.0,585.0,-563.0,319.0,2647.0,3578.0,-410.0,431.0,-3254.0,100.0,-1978.0,-331.0,1269.0,-2121.0,1181.0,819.0,-868.0,-1053.0,253.0,167.0,504.0,903.0,383.0,328.0,1350.0,-1057.0,2237.0,735.0,-1530.0,-133.0,244.0,511.0,3297.0,1119.0,-3607.0,-3924.0,-130.0,904.0,-1541.0,622.0,8441.0,768.0,-2345.0,-5081.0,1710.0,2135.0,-5964.0,5118.0,-3371.0,4553.0,-1257.0,-4303.0,1544.0,265.0,-2486.0,2236.0,1012.0,2955.0,-6324.0,4685.0,1047.0,5420.0,-10263.0
