,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Kredyty i pożyczki,0.0,29289.0,8077.0,679.0,23505.0,13317.0,6174.0,8904.0,6297.0,21156.0,21380.0,11160.0,9249.0,31680.0,29211.0,22929.0,23377.0,18825.0,23291.0,18472.0,8791.0,11737.0,19269.0,18891.0,25261.0,24708.0,23821.0,26927.0,39740.0,28934.0,25003.0,25025.0,35917.0,14174.0,21024.0,24546.0,0.0,17329.0,21161.0,23223.0,25732.0,13431.0,23244.0,21566.0,17627.0,10320.0,19124.0,17569.0,11352.0,7094.0,3989.0,18861.0,0.0,5500.0,11437.0,14668.0,27189.0,16875.0,19299.0,19137.0,6975.0,28304.0,26518.0,51441.0,44496.0,56416.0,50271.0,32879.0,28031.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,104.0,0.0,1041.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,40.0,41.0,2.0,0.0,63.0,0.0,101.0,119.0,226.0,78.0,51.0,43.0,180.0,69.0,20.0,68.0,6.0,0.0,1.0,1.0,74.0,118.0,1.0,22.0,155.0,103.0,22.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,39.0,1.0,1.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inne zobowiązania długoterminowe,0.0,0.0,579.0,0.0,579.0,0.0,4617.0,0.0,2850.0,2850.0,6430.0,2509.0,2615.0,2614.0,3298.0,4789.0,3715.0,4226.0,4101.0,3970.0,3397.0,3426.0,3521.0,3402.0,3389.0,3626.0,4107.0,3682.0,3270.0,3613.0,2645.0,2740.0,1448.0,2660.0,3778.0,2759.0,4849.0,2822.0,4151.0,3293.0,3630.0,2207.0,2513.0,2075.0,2155.0,2421.0,2648.0,3468.0,2454.0,206.0,2059.0,2783.0,504.0,493.0,493.0,493.0,391.0,392.0,391.0,392.0,356.0,356.0,356.0,242.0,275.0,275.0,275.0,275.0,316.0
Zobowiązania krótkoterminowe,7900.0,145279.0,183252.0,79999.0,138128.0,100265.0,117170.0,91745.0,102007.0,85509.0,74005.0,80944.0,71626.0,65453.0,64752.0,79805.0,110858.0,73094.0,57010.0,82170.0,54555.0,54124.0,73114.0,95241.0,119477.0,81072.0,90155.0,115250.0,145148.0,119753.0,121705.0,118358.0,112520.0,139699.0,121105.0,96955.0,162568.0,102935.0,131684.0,162594.0,109711.0,97767.0,74061.0,53925.0,43027.0,31111.0,44115.0,57306.0,44608.0,40708.0,43656.0,68442.0,50477.0,54119.0,64461.0,104555.0,128886.0,163151.0,169484.0,146886.0,205092.0,207414.0,248782.0,285444.0,205642.0,267970.0,236431.0,461505.0,266808.0
Inne zobowiązania krótkoterminowe,2.0,55296.0,57124.0,6310.0,6844.0,3554.0,2007.0,10272.0,2603.0,2715.0,13.0,5658.0,2018.0,2781.0,2000.0,7197.0,549.0,10504.0,1933.0,13874.0,2827.0,6915.0,5460.0,11784.0,6288.0,11446.0,9671.0,16162.0,21890.0,12007.0,17187.0,16912.0,24666.0,29373.0,12794.0,18444.0,31727.0,30157.0,23503.0,19694.0,15666.0,20175.0,15418.0,14668.0,15158.0,9829.0,15744.0,19576.0,16924.0,17154.0,16119.0,17684.0,21185.0,20171.0,13615.0,19241.0,27762.0,48192.0,42297.0,39321.0,35779.0,33871.0,54507.0,34527.0,35674.0,37125.0,34256.0,46390.0,57030.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,8432.0,217580.0,261578.0,198076.0,264215.0,224139.0,251225.0,215497.0,232100.0,215985.0,203118.0,206577.0,195882.0,187150.0,181410.0,198710.0,234594.0,197916.0,181868.0,205431.0,179139.0,179129.0,198247.0,220381.0,246387.0,208565.0,216722.0,241612.0,272410.0,247846.0,248951.0,245997.0,240902.0,270371.0,253231.0,227233.0,297869.0,236679.0,263586.0,294110.0,242115.0,229233.0,206157.0,185912.0,175569.0,164498.0,180653.0,193158.0,180326.0,175624.0,181588.0,206486.0,188216.0,193583.0,206305.0,248416.0,273358.0,311965.0,322363.0,301813.0,365397.0,372969.0,415225.0,452851.0,379474.0,448236.0,421520.0,649058.0,464019.0
Przepływy pieniężne z działalności operacyjnej,495.0,-10545.0,36317.0,-44089.0,-15802.0,7757.0,25356.0,-25256.0,6384.0,5317.0,774.0,-5818.0,2619.0,-22808.0,9294.0,11311.0,1765.0,6483.0,-5590.0,4715.0,399.0,-3973.0,13353.0,-13815.0,14502.0,-11005.0,-3752.0,-7565.0,-2146.0,4273.0,16557.0,7700.0,-24746.0,12685.0,2771.0,-4226.0,83977.0,-37938.0,-47982.0,65087.0,-55809.0,-651.0,-7804.0,-1553.0,12845.0,-298.0,-10351.0,6285.0,10305.0,-1036.0,2855.0,-12099.0,24154.0,-4455.0,-9617.0,4247.0,-10331.0,6232.0,1333.0,1057.0,22001.0,-28021.0,8528.0,-10623.0,14542.0,-23598.0,19240.0,21667.0,-1121.0
Amortyzacja,0.0,176.0,286.0,371.0,574.0,352.0,503.0,269.0,517.0,331.0,301.0,322.0,416.0,242.0,277.0,209.0,234.0,235.0,203.0,186.0,197.0,175.0,173.0,208.0,186.0,185.0,189.0,180.0,188.0,174.0,177.0,179.0,187.0,202.0,203.0,192.0,197.0,166.0,155.0,179.0,170.0,130.0,136.0,134.0,130.0,131.0,144.0,142.0,145.0,121.0,119.0,119.0,118.0,131.0,122.0,136.0,154.0,183.0,181.0,185.0,229.0,232.0,203.0,184.0,227.0,135.0,137.0,147.0,154.0
Przepływy pieniężne z działalności inwestycyjnej,0.0,-425.0,-350.0,-1708.0,-2158.0,-425.0,-2047.0,-352.0,-2084.0,-928.0,-2916.0,-1443.0,102.0,-11.0,-152.0,35.0,-228.0,-483.0,-156.0,20.0,9.0,-144.0,-57.0,-146.0,-420.0,-605.0,317.0,-70.0,-196.0,29.0,3001.0,1984.0,178.0,962.0,-87.0,-14.0,-347.0,-135.0,-2.0,-31.0,-171.0,-5.0,-19.0,3.0,-12.0,-2.0,3838.0,23.0,82.0,-1.0,-10.0,-46.0,-135.0,-18.0,-18.0,-51.0,-643.0,-56.0,-15.0,-32.0,-183.0,-86.0,-149.0,-20.0,-14.0,-57.0,-83.0,-143.0,-423.0
CAPEX (niematerialne i rzeczowe),0.0,171.0,604.0,1602.0,2292.0,1483.0,925.0,310.0,1990.0,1991.0,1644.0,1203.0,354.0,81.0,275.0,164.0,161.0,64.0,159.0,0.0,314.0,144.0,71.0,172.0,68.0,58.0,76.0,62.0,151.0,2.0,12.0,50.0,27.0,17.0,52.0,23.0,58.0,29.0,2.0,131.0,-19.0,15.0,23.0,21.0,34.0,11.0,131.0,19.0,35.0,22.0,19.0,52.0,207.0,20.0,19.0,51.0,645.0,56.0,15.0,58.0,183.0,93.0,149.0,20.0,14.0,57.0,83.0,143.0,423.0
Przepływy pieniężne z działalności finansowej,0.0,51422.0,-70904.0,32111.0,24017.0,-10188.0,-7186.0,1885.0,-2163.0,14702.0,-1063.0,-10922.0,-2607.0,21833.0,-3181.0,-6768.0,225.0,-5199.0,4061.0,-5387.0,-9460.0,2484.0,7367.0,-551.0,6219.0,-561.0,-2689.0,2716.0,12248.0,-11083.0,-4240.0,-180.0,11087.0,-22609.0,6711.0,720.0,-25098.0,17131.0,-918.0,1498.0,2058.0,-12468.0,9560.0,-1880.0,-4226.0,-7391.0,8576.0,-3685.0,-6610.0,-4453.0,-3599.0,13287.0,-19152.0,5401.0,5683.0,2085.0,11766.0,-10756.0,2424.0,-3311.0,-13495.0,19606.0,-3350.0,23771.0,-14089.0,9984.0,-9085.0,19030.0,-48313.0
Emisja akcji,0.0,0.0,0.0,42565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2053.0,0.0,0.0,4378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.0,0.0,0.0,0.0,1495.0,0.0,0.0,0.0,948.0,0.0,0.0,0.0,2033.0,-1.0,0.0,0.0,0.0,4064.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,495.0,40452.0,-34937.0,-13686.0,6057.0,-2856.0,16123.0,-23723.0,2137.0,19091.0,-3205.0,-18183.0,114.0,-986.0,5961.0,4578.0,1762.0,801.0,-1685.0,-652.0,-9052.0,-1633.0,20663.0,-14512.0,20301.0,-12171.0,-6124.0,-4919.0,9906.0,-6781.0,15318.0,9504.0,-13481.0,-8962.0,9395.0,-3520.0,58532.0,-20942.0,-48902.0,66554.0,-53922.0,-13124.0,1737.0,-3430.0,8607.0,-7691.0,2063.0,2623.0,3777.0,-5490.0,-754.0,1142.0,4867.0,928.0,-3952.0,6281.0,792.0,-4580.0,3742.0,-2286.0,8323.0,-8501.0,5029.0,13128.0,439.0,-13671.0,10072.0,40554.0,-49857.0
