,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
Z tytułu dostaw i usług,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20883.0,0.0,16990.0,0.0,15041.0,14165.0,9079.0,10812.0,12615.0,11324.0,17545.0,18592.0,19106.0,12609.0,11177.0,11534.0,10562.0,9455.0,8036.0,8169.0,8821.0,8567.0,8781.0,10004.0,13701.0,13081.0,15985.0,18430.0,16727.0,14991.0,11460.0,6128.0,6221.0,5749.0,5701.0,5518.0,5686.0,5949.0,8634.0,8954.0,7539.0,7232.0,5897.0,6868.0,7878.0,7420.0,8859.0,12143.0,11585.0,9300.0,10778.0,11820.0,10919.0,11287.0,10726.0,10997.0,12098.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26819.0,0.0,24173.0,0.0,29249.0,24352.0,22465.0,10590.0,9163.0,13893.0,14700.0,6119.0,7385.0,9691.0,10248.0,5460.0,3475.0,5432.0,2802.0,2421.0,356.0,274.0,29.0,29.0,29.0,29.0,1129.0,1602.0,1562.0,4260.0,11579.0,6369.0,9234.0,8827.0,8443.0,8206.0,5592.0,5366.0,13046.0,2999.0,1.0,22.0,22.0,896.0,196.0,312.0,433.0,1552.0,1672.0,2096.0,1498.0,1515.0,1664.0,1664.0,2143.0,3858.0,19275.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12699.0,0.0,14921.0,0.0,8863.0,8320.0,3486.0,4780.0,422.0,6709.0,19147.0,12681.0,12875.0,11562.0,14570.0,10742.0,15089.0,15268.0,14014.0,18252.0,17320.0,20492.0,16867.0,2761.0,2244.0,1894.0,456.0,3892.0,5882.0,5819.0,2576.0,7454.0,2853.0,3018.0,3295.0,222.0,195.0,190.0,515.0,843.0,622.0,646.0,631.0,617.0,8171.0,8273.0,5196.0,5122.0,493.0,327.0,596.0,565.0,559.0,634.0,539.0,440.0,387.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3202.0,0.0,3102.0,0.0,3210.0,3211.0,3613.0,3817.0,3739.0,5240.0,7601.0,7740.0,7951.0,7953.0,7879.0,7830.0,7983.0,7885.0,8103.0,8066.0,7979.0,8007.0,7929.0,7925.0,6829.0,6903.0,6797.0,6748.0,6592.0,6586.0,6595.0,6588.0,6573.0,6592.0,6588.0,6580.0,6385.0,6385.0,6285.0,5097.0,3475.0,3494.0,3533.0,3539.0,3563.0,3586.0,3609.0,3632.0,3657.0,3682.0,3705.0,3731.0,3752.0,3777.0,3801.0,3826.0,3853.0
Zobowiązania krótkoterminowe,61829.0,67431.0,67492.0,61050.0,47180.0,38618.0,44319.0,65321.0,66866.0,67111.0,43082.0,39903.0,34803.0,44580.0,39534.0,64473.0,51350.0,60627.0,54557.0,53363.0,47047.0,35072.0,26190.0,28768.0,32457.0,52220.0,38088.0,42809.0,36610.0,38124.0,29300.0,29483.0,30313.0,25043.0,28895.0,26923.0,29472.0,26603.0,12831.0,16351.0,15188.0,17668.0,23959.0,28550.0,29371.0,29995.0,20866.0,18571.0,17784.0,17532.0,14040.0,11609.0,11624.0,22396.0,12878.0,8292.0,8000.0,7634.0,8443.0,16441.0,16141.0,14602.0,18931.0,13912.0,11886.0,13035.0,14064.0,13317.0,13758.0,13583.0,15468.0,32022.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4072.0,0.0,4543.0,0.0,210.0,210.0,42.0,8.0,683.0,531.0,828.0,696.0,3443.0,2748.0,2129.0,1564.0,357.0,158.0,191.0,53.0,426.0,139.0,926.0,37.0,377.0,184.0,98.0,35.0,4379.0,4301.0,4380.0,915.0,263.0,190.0,93.0,94.0,136.0,119.0,201.0,82.0,130.0,100.0,1084.0,62.0,196.0,136.0,114.0,114.0,162.0,163.0,163.0,164.0,175.0,173.0,175.0,173.0,262.0
Rozliczenia międzyokresowe,1.0,3813.0,3806.0,3011.0,2309.0,2342.0,3790.0,4046.0,3382.0,4895.0,4906.0,6754.0,5855.0,6668.0,6026.0,0.0,9062.0,0.0,5677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,114399.0,125953.0,126761.0,138800.0,138318.0,137142.0,149723.0,166143.0,168701.0,171683.0,163177.0,156104.0,149541.0,145511.0,132051.0,87119.0,83777.0,92922.0,79895.0,80170.0,78147.0,81925.0,75868.0,51160.0,53925.0,77438.0,81264.0,72929.0,66355.0,65464.0,64377.0,65417.0,66323.0,71310.0,69403.0,66249.0,64779.0,60773.0,64019.0,58279.0,58311.0,65573.0,68868.0,55585.0,52774.0,51115.0,51245.0,49043.0,49193.0,48901.0,53534.0,50502.0,49697.0,51467.0,51193.0,53704.0,52158.0,51753.0,52601.0,53313.0,52769.0,52080.0,56308.0,57070.0,54932.0,56649.0,58938.0,56213.0,57555.0,56824.0,58283.0,59562.0
Przepływy pieniężne z działalności operacyjnej,3490.0,-13612.0,12011.0,-29048.0,-4313.0,-11953.0,1361.0,5650.0,-1069.0,1191.0,4724.0,-432.0,1378.0,-1709.0,4088.0,-5354.0,-5469.0,6163.0,187.0,-4751.0,-1750.0,39.0,-2014.0,1658.0,-3937.0,1753.0,-5054.0,48.0,-604.0,-1190.0,615.0,-1081.0,-1321.0,-2167.0,-985.0,3389.0,550.0,-833.0,-1601.0,5640.0,-2403.0,-1027.0,1.0,556.0,-1012.0,-3306.0,-9468.0,-353.0,-986.0,-1526.0,-1197.0,-492.0,-1448.0,-1915.0,-705.0,-926.0,-117.0,-278.0,-2215.0,-294.0,-1324.0,-710.0,1810.0,-3798.0,-605.0,50.0,-501.0,462.0,188.0,-307.0,-447.0,323.0
Amortyzacja,882.0,645.0,1269.0,422.0,858.0,684.0,765.0,1013.0,1030.0,1022.0,999.0,657.0,819.0,801.0,734.0,606.0,292.0,218.0,226.0,210.0,169.0,132.0,163.0,140.0,159.0,268.0,236.0,196.0,222.0,206.0,194.0,181.0,171.0,184.0,193.0,249.0,154.0,155.0,152.0,64.0,138.0,257.0,217.0,212.0,223.0,181.0,157.0,146.0,129.0,156.0,156.0,152.0,173.0,202.0,244.0,260.0,249.0,245.0,242.0,336.0,252.0,249.0,249.0,245.0,228.0,251.0,259.0,268.0,274.0,291.0,298.0,293.0
Przepływy pieniężne z działalności inwestycyjnej,-298.0,-514.0,-184.0,25562.0,-10206.0,-219.0,-1182.0,-23639.0,-1221.0,-369.0,-19672.0,3071.0,-2372.0,26.0,5546.0,-180.0,3926.0,-1701.0,11262.0,26.0,-1044.0,4186.0,9713.0,-236.0,-115.0,-765.0,-779.0,7305.0,-11.0,25.0,13.0,301.0,-50.0,-2845.0,2397.0,-166.0,-47.0,-17.0,-45.0,1276.0,-120.0,-201.0,-43.0,-49.0,-253.0,-22.0,-50.0,-17.0,133.0,29.0,-56.0,-408.0,0.0,22.0,-260.0,-255.0,-44.0,-104.0,-13.0,-25.0,-84.0,-92.0,-48.0,-119.0,-105.0,-20.0,1.0,-98.0,-49.0,-30.0,-142.0,-20.0
CAPEX (niematerialne i rzeczowe),314.0,498.0,419.0,1377.0,368.0,2180.0,562.0,13386.0,1862.0,1039.0,19032.0,-2785.0,2499.0,86.0,88.0,129.0,0.0,227.0,160.0,353.0,1044.0,-9.0,317.0,-604.0,218.0,662.0,932.0,-1531.0,54.0,2.0,0.0,-27.0,50.0,245.0,206.0,46.0,68.0,25.0,45.0,226.0,166.0,111.0,27.0,82.0,260.0,26.0,51.0,18.0,4.0,26.0,67.0,512.0,0.0,96.0,260.0,399.0,113.0,118.0,17.0,36.0,104.0,92.0,48.0,-607.0,130.0,129.0,259.0,200.0,78.0,89.0,156.0,7.0
Przepływy pieniężne z działalności finansowej,427.0,10525.0,-9141.0,1215.0,34805.0,1626.0,-3416.0,12117.0,2935.0,-1199.0,13783.0,186.0,-2026.0,1697.0,-6625.0,2488.0,1846.0,-4721.0,-11232.0,4577.0,4558.0,-5895.0,-7825.0,-2777.0,4261.0,-871.0,5989.0,-7310.0,301.0,1188.0,-701.0,1305.0,1199.0,4615.0,-1507.0,-3054.0,-708.0,1007.0,2023.0,1695.0,1074.0,1202.0,87.0,-427.0,1285.0,3164.0,9606.0,1610.0,295.0,725.0,6112.0,-2354.0,97.0,2301.0,411.0,2030.0,-300.0,563.0,1615.0,1058.0,567.0,774.0,1525.0,768.0,718.0,-242.0,601.0,-456.0,-39.0,224.0,641.0,-249.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3185.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,3619.0,-3601.0,2686.0,-2271.0,20286.0,-10546.0,-3237.0,-5872.0,645.0,-377.0,-1165.0,2825.0,-3020.0,14.0,3009.0,-3046.0,303.0,-259.0,217.0,-148.0,1764.0,-1670.0,-126.0,-1355.0,209.0,117.0,156.0,43.0,-314.0,23.0,-73.0,525.0,-172.0,-397.0,-95.0,169.0,-205.0,157.0,377.0,8611.0,-1449.0,-26.0,45.0,80.0,20.0,-164.0,88.0,1240.0,-558.0,-772.0,4859.0,-3254.0,-1351.0,408.0,-554.0,849.0,-461.0,181.0,-613.0,739.0,-841.0,-28.0,3287.0,-3149.0,8.0,-212.0,101.0,-92.0,100.0,-113.0,52.0,54.0
