,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Inne zobowiązania krótkoterminowe,,,,,-54.81,16.42,-29.23,79.31,91.81,90.34,151.42,46.68,-12.64,-39.19,-34.83,-36.42,7.75,73.21,67.07,66.43,20.73,35.88,6.45,156.85,11.53,-1.55,5.87,91.08,1442.98,152.69,176.35,-77.2,-93.78,-70.67,-65.28,5.91,-2.06,27.46,1762.53,1783.4,1470.88,765.0,-16.81,-36.53,-25.86,42.57,-30.33,20.19,-2.11,-27.02,-16.34,-33.06,53.53,221.0,530.24,320.29,22.75,-42.52,-82.56,-82.02,-36.1,-47.75,-7.09,89.1,104.78,607.19,1177.07,550.18,265.39,106.74,49.17,-34.8,-63.15,-74.82,-76.39,-42.51,-15.85
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,11.47,9.43,18.68,12.3,32.69,22.13,20.24,13.24,-5.79,-1.89,-1.59,16.91,27.12,30.49,37.23,17.86,6.64,13.21,11.77,22.13,29.45,31.47,41.43,43.27,35.88,11.07,-5.91,-12.0,-14.83,-4.54,-4.77,-7.29,-3.31,-1.06,181.39,187.84,188.31,199.27,12.59,17.06,15.33,9.03,-2.53,-7.0,-9.61,-11.09,-9.41,-10.43,-3.34,5.87,25.15,14.64,0.07,-10.16,-24.63,-18.81,-3.32,-0.63,9.46,21.72,26.89,67.36,90.91,85.76,90.92,79.04,55.52,11.42,-6.5,-25.58,-27.93,7.43,12.21
Przepływy pieniężne z działalności operacyjnej,,,,,374.07,244.5,-198.91,-6614.58,-162.3,110.24,1767.69,75.23,-86.12,-42.47,-15.61,365.14,709.12,-87.6,-60.56,-136.91,-107.18,1151.18,-124.45,55.03,2609.06,-113.73,-405.98,1153.04,-178.91,869.49,66.37,-217.88,1.91,77.21,-788.67,909.22,158.83,-84.89,116.81,-58.42,185.98,-309.86,3243.2,-35.48,-28.33,317.09,-67.1,170.2,-66.32,-37.86,-10.61,-60.04,210.19,-204.22,102.07,-108.75,-13.0,339.09,-0.77,3029.71,97.99,15.48,-39.73,-95.9,-23.92,-92.6,60.71,-384.79,-110.12,2225.62,-64.88,1359.87,2555.49,61.64,401.79,13.44,57.61
Amortyzacja,,,,,-6.96,-2.04,-15.0,61.26,238.62,201.56,288.57,122.51,1.02,-1.85,2.29,-0.9,0.88,5.0,7.91,13.31,13.93,13.21,7.6,8.86,-1.71,-4.47,-4.95,-7.05,174.31,172.06,172.22,177.35,4.75,4.22,1.32,-2.86,-2.68,-1.34,64.63,230.83,187.53,187.4,82.37,3.2,28.87,41.48,35.87,21.72,-8.36,-17.05,-17.79,-19.44,-1.89,-1.52,-1.81,-1.2,6.24,5.84,6.0,6.76,-0.83,-3.3,-8.06,-8.02,-9.76,-6.96,-2.28,7.04,8.15,15.51,31.17,42.88,53.13,48.56,40.4,21.66,18.63
Przepływy pieniężne z działalności inwestycyjnej,,,,,-123.2,-130.56,-596.51,2.81,-3462.91,-145.48,93.65,120.9,114.13,-531.7,-1833.73,-451.87,144.64,35.16,-9.31,101.95,-171.98,135.71,-318.34,-858.31,13.86,-728.93,-26.72,-92.04,-118.44,512.52,87.85,86.16,91.24,-100.63,85.38,-10743.84,-1550.04,-3327.44,-9993.86,1.56,-338.59,-351.73,36.37,-140.23,52.53,92.67,90.31,96.58,89.85,51.1,63.23,-31.37,-37.79,1780.42,-574.0,66.52,46.09,-122.65,15.14,-129.48,-259.58,-5.7,-681.42,-1559.57,-434.61,501.15,25.14,-213.41,-131.54,-356.64,-47.4,55.85,-74.06,30.82,-15.7,60.79,-107.14
CAPEX (niematerialne i rzeczowe),,,,,269.68,4.86,-56.56,66.1,873.38,660.06,-91.96,-99.92,-98.31,-96.95,2488.3,8903.45,264.19,3855.81,-85.98,1.46,632.94,-64.57,26386.22,452.4,17.14,1104.65,33.62,47.34,57.38,-91.46,-98.21,-79.18,-93.61,-81.57,-27.55,2036.16,1088.46,4103.03,18531.82,-1.75,339.96,352.86,-59.26,141.38,-52.69,-89.61,-90.33,-96.35,-90.39,-63.08,-2.49,26.32,44.98,-40.47,-29.43,1.62,-45.77,332.52,205.85,307.73,231.0,-5.93,649.14,187.69,393.86,594.2,-29.78,132.63,175.94,11.0,63.33,-38.25,-19.76,-16.56,-69.81,-80.19,-64.47
Przepływy pieniężne z działalności finansowej,,,,,-15.94,-261.51,424.33,-3.36,820.61,-43.94,-94.83,-135.48,-120.64,51.02,-627.3,119.06,-118.5,178.88,1484.17,-727.24,81.21,-277.75,-1.17,172.89,947.98,391.65,66.8,-146.91,-55.84,-42.23,-106.44,-156.35,-150.33,-143.27,-139.14,20.62,-61.64,39.48,2889.95,369.31,22.86,1755.41,-87.8,611.17,-80.61,-103.5,-199.55,-118.88,-122.5,-984.7,40.07,-54.78,-44.23,100.97,-109.43,61.56,22.4,-13998.59,49.08,-44.11,70.39,96.23,360.14,492.36,52.84,7479.27,6.7,34.16,2814.11,295.01,-75.69,8.08,-38.22,-115.6,-278.03,377.01,-194.42
Emisja akcji,,,,,,,,741.18,,,,24.13,,,,-21.34,,,,371.08,,,,-100.0,,,-100.0,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,
Dywidenda,,,,,,7196.03,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,-13.15,-116.88,125.49,-382.47,532.43,189.71,1241.31,50.59,-156.74,-791.96,-122.61,-138.7,226.15,69.37,1214.29,3.01,-203.49,374.59,-134.79,131.31,659.38,-80.73,78.65,-85.91,-145.18,6351.29,-469.05,-4097.22,-30.97,-82.42,-98.12,106.42,72.46,-189.27,738.56,-1883.39,-215.86,-67.56,-70.16,-39.16,55.36,133.93,-123.47,199.67,-73.49,-244.33,124.5,-167.28,36.02,358.75,-356.2,8.14,51.39,-136.71,307.68,287.17,657.29,241.61,-262.44,-156.5,-116.55,592.33,201.84,-1004.39,377.06,102.07,-458.26,129.49,-76.69,-116.92,11.29,820.64,-6887.4
