,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Inne zobowiązania krótkoterminowe,,,,,-28.94,-56.47,-40.24,9.07,56.76,106.62,63.69,36.36,31.28,-10.45,26.38,807.14,850.38,976.15,620.85,-36.38,-66.54,-53.97,-40.61,-63.81,-52.03,173.09,191.57,-40.48,-8.83,-89.21,-85.74,-7.46,-3.74,-13.08,-37.04,51.44,19.79,59.87,27.46,13.62,51.13,7.5,28.59,9.73,-23.71,28.09,16.61,2.61,27.42,-11.54,57.77,55.46,28.1,237.27,67.39,49.49,131.99,-62.94,-52.35,-54.55,-52.16,-19.38,-34.47,-43.05,-34.96,16.88,93.81,220.02,201.91,123.4,104.37,12.82,-16.81,-34.13,-59.17,-52.39,-49.01
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,2.5,2.24,8.14,5.48,17.82,26.3,14.81,24.99,17.7,23.88,20.03,72.65,52.91,35.74,41.06,-12.03,-6.13,-4.22,-9.91,-10.29,-9.59,-11.19,-4.47,-13.64,-16.31,-12.06,-12.13,-1.64,5.45,4.7,4.36,9.2,8.71,9.51,7.9,7.21,5.47,0.91,-1.49,0.68,-2.48,-1.52,0.74,11.57,14.11,13.6,19.12,5.8,-0.79,2.33,-1.83,-1.86,4.15,1.99,-2.69,-4.3,-5.14,1.18,0.86,-2.35,2.35,-0.82,5.96,21.06,22.35,25.91,29.59,19.15,16.67,13.83,3.83,10.03,5.31
Przepływy pieniężne z działalności operacyjnej,,,,,157.02,-72.61,-159.19,-136.46,-88.65,-274.4,113.61,285.03,-1943.65,-67.09,-20.97,-32.63,165.81,220.82,145.99,-11.23,-134.85,-34.9,227.23,128.51,79.43,-77.22,-90.29,499.83,-182.0,-92.36,1034.8,-105.72,1220.43,-2968.26,19.51,-101.86,25.19,-165.66,-40.86,151.19,-121.13,206.82,117.64,-534.58,269.12,-58.13,-97.8,112.2,53.3,55.67,-752.23,-839.22,-163.7,-9.53,1235.45,103.67,396.41,88.72,-53.19,5018.81,-2.36,-35.84,-31.99,4.9,-192.98,235.21,-12.59,0.13,62.16,-179.69,-112.04,-106.54,-13.63,183.73,274.58,735.14,-95.69
Amortyzacja,,,,,6.02,-17.2,-12.57,7.79,4.11,7.57,3.33,-24.34,5.8,-24.03,-5.83,30.79,6.49,35.86,12.37,-3.21,1.17,7.27,4.41,0.44,0.47,0.09,1.57,-17.93,-21.96,-22.33,-11.54,8.94,13.14,14.98,6.35,8.11,15.37,19.18,20.43,21.82,17.79,18.45,23.14,18.98,13.79,7.0,-1.81,-1.24,1.71,5.31,4.85,5.74,3.8,1.56,3.05,40.05,9.06,2.3,1.01,-79.33,-9.47,-11.29,-12.8,207.48,-11.6,5.3,3.92,4.33,6.73,-1.33,2.03,3.0,14.99,16.04,16.91,20.59,11.08
Przepływy pieniężne z działalności inwestycyjnej,,,,,65.78,130.18,-386.85,-87.13,-124.07,-320.99,61.1,-130.6,-16.72,-67.52,61.17,59.58,120.87,-81.49,-1108.37,202.82,-115.73,47.72,78.48,-96.35,2642.11,69.56,57.88,4926.92,-123.89,-306.67,-16.86,-120.12,-143.34,-15.55,-90.98,-868.66,-739.85,282.66,-264.67,108.91,92.5,-161.96,41.6,132.79,88.12,91.7,97.78,-121.76,-2196.43,439.83,-809.17,-71.8,58.79,-204.63,-56.28,-52.93,20.38,-175.12,-12.43,-292.29,-95.73,-19.97,-86.7,61.29,-59.12,8.86,-27.75,-74.44,-133.43,-6.96,34.27,-127.66,12.47,87.14,-128.12,34.24,26.94
CAPEX (niematerialne i rzeczowe),,,,,-83.06,-78.67,-33.74,631.99,543.79,351.21,-11.48,69.27,194.73,-14.37,49.65,-64.55,-44.99,170.83,-106.06,28.5,-76.58,-61.16,1841.67,-28.29,-0.48,-65.56,-52.67,128.89,31.57,1214.24,18.03,-113.24,979.66,-82.27,45.75,1628.01,75.68,-844.58,376.69,-110.71,-93.7,129.63,-41.6,-63.6,-74.83,-88.79,-94.34,133.63,870.32,-336.68,402.17,16.73,-59.68,207.27,7.11,71.82,-16.73,183.25,10.85,286.63,85.14,16.53,86.15,-64.83,61.11,-8.97,28.82,93.04,130.45,8.54,-34.73,134.72,-12.09,-85.83,129.55,-35.31,-22.63
Przepływy pieniężne z działalności finansowej,,,,,-186.42,83.3,-113.53,147.83,185.41,287.35,119.52,195.53,160.68,-514.83,-1116.0,-117.67,-220.64,117.64,777.64,44.02,126.24,-445.32,-88.64,-1948.96,-209.61,38.04,-406.78,15.31,43.82,26.19,39.04,159.55,87.78,194.47,268.4,-70.47,-3097.87,401.88,-128.83,-286.97,243.0,-187.69,-169.33,250.81,-213.15,56.01,92.57,-104.19,10.32,-118.39,634.33,4123.46,222.44,82.21,-301.33,-97.38,-244.53,-18.94,-236.4,-4720.31,4.6,781.64,0.1,-77.6,109.93,-168.78,67.0,100.42,-164.54,341.56,196.84,13069.32,4580.93,-2.38,-302.78,190.09,-103.33
Emisja akcji,,,,,,,,-88.79,,,,-12.86,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,70.84,,,,-100.0,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,85.78,,,,15.38,,,,19.99,,200.0,,69.46,100.0,-100.0,,-100.0,,,,,18.17,,,,-100.0,,,,,-100.0,,-16.01,,,,-100.0,,-100.0,
Przepływy pieniężne razem,,,,,105.8,-18.38,-305.56,-1060.13,-275.82,-282.32,94.73,93.07,-731.25,-240.96,-289.15,-639.37,108.59,138.19,516.33,355.31,-188.62,-94.68,-45.25,-198.11,284.77,-556.97,-207.56,622.59,-366.18,-190.54,126.56,-92.21,484.6,-10.57,619.1,-807.91,-126.81,214.49,-130.13,100.35,123.81,-131.36,131.84,-970.42,-146.5,121.65,-119.85,130.1,208.29,-37.69,14.16,-491.4,-211.14,1148.34,5534.71,-109.34,1688.31,84.09,-165.25,-95.34,-15.26,124.8,-49.65,-109.3,-432.17,-7.0,71.13,300.55,20.9,-141.02,153.23,-118.77,192.59,726.18,-857.69,1495.01,-243.89
