,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
Zobowiązania z tytułu leasingu finansowego,0.0,2404.0,1549.0,2367.0,2561.0,2517.0,2700.0,2336.0,2071.0,1731.0,990.0,1275.0,312.0,210.0,720.0,705.0,1773.0,2194.0,2145.0,2113.0,1799.0,1792.0,591.0,526.0,5354.0,5097.0,7892.0,8046.0,2158.0,1968.0,2187.0,2179.0,2873.0,3071.0,2748.0,4017.0,2912.0,3874.0,3795.0,4033.0,4113.0,4647.0,4275.0,4383.0,4434.0,6628.0,6406.0,4320.0,6548.0,4295.0,6830.0,6206.0,7821.0,7413.0,6700.0,7654.0,10116.0,7711.0,8188.0,7099.0,3940.0,4693.0,5521.0,4997.0,8225.0
Inne zobowiązania długoterminowe,0.0,4516.0,4075.0,4804.0,5766.0,5713.0,5010.0,5599.0,4888.0,4366.0,4874.0,4943.0,4246.0,5770.0,4736.0,4790.0,5976.0,6323.0,7004.0,6681.0,6766.0,7556.0,7419.0,5238.0,1101.0,1595.0,7350.0,7462.0,7250.0,7248.0,7239.0,6726.0,4564.0,4356.0,4552.0,4436.0,6562.0,7961.0,8218.0,9165.0,9028.0,8592.0,8831.0,8678.0,8859.0,8131.0,8792.0,19107.0,8016.0,16860.0,6144.0,5103.0,5094.0,5508.0,4834.0,4667.0,4508.0,4568.0,4898.0,4047.0,4071.0,4308.0,4070.0,3960.0,3954.0
Zobowiązania krótkoterminowe,0.0,193700.0,167661.0,202105.0,225341.0,216708.0,177934.0,186443.0,167504.0,140035.0,150722.0,166219.0,161784.0,173729.0,180159.0,197391.0,209398.0,200075.0,185802.0,166551.0,155174.0,157702.0,176584.0,69887.0,64088.0,61338.0,103782.0,72594.0,87924.0,82920.0,103760.0,95126.0,96916.0,107460.0,122306.0,120059.0,136496.0,143954.0,148723.0,140322.0,140235.0,103388.0,127893.0,99322.0,98621.0,99121.0,103892.0,114169.0,101690.0,116967.0,108511.0,86415.0,98924.0,110931.0,121370.0,120385.0,141488.0,154703.0,176494.0,146916.0,135660.0,140192.0,122346.0,110692.0,118055.0
Inne zobowiązania krótkoterminowe,0.0,1762.0,9729.0,8290.0,8882.0,6716.0,6405.0,6714.0,1916.0,2900.0,1847.0,2301.0,2594.0,2148.0,-20297.0,4543.0,2113.0,3276.0,3843.0,3587.0,3056.0,2507.0,17709.0,3714.0,3846.0,3174.0,1639.0,1565.0,1575.0,5376.0,1832.0,2478.0,2072.0,2527.0,2478.0,1936.0,2412.0,1862.0,2154.0,2481.0,3927.0,4141.0,3921.0,3659.0,2677.0,4165.0,3811.0,5531.0,3546.0,6905.0,4474.0,4189.0,14976.0,20600.0,26516.0,18603.0,19440.0,27800.0,13593.0,11044.0,9378.0,9069.0,8406.0,10416.0,8964.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,54811.0,370055.0,371664.0,548951.0,591487.0,598712.0,562868.0,563250.0,538498.0,504518.0,511023.0,531226.0,521147.0,526658.0,543641.0,566799.0,550901.0,545332.0,487881.0,473929.0,447766.0,456190.0,477685.0,374533.0,368765.0,369583.0,265312.0,242524.0,243544.0,247144.0,259337.0,252886.0,256175.0,268954.0,282633.0,292257.0,291531.0,307570.0,318600.0,318829.0,316274.0,332594.0,340607.0,344651.0,345750.0,352477.0,361046.0,355913.0,354449.0,362584.0,338465.0,330841.0,346806.0,370555.0,398085.0,408504.0,430713.0,465837.0,491963.0,453506.0,447658.0,450046.0,445793.0,432035.0,432380.0
Przepływy pieniężne z działalności operacyjnej,2074.0,18345.0,18594.0,6343.0,26101.0,-5110.0,14559.0,14997.0,18855.0,7157.0,-490.0,8826.0,4501.0,-1936.0,7104.0,12069.0,11604.0,9396.0,19682.0,9994.0,13210.0,4080.0,21756.0,9548.0,-32368.0,2108.0,7572.0,11810.0,1285.0,-1695.0,4209.0,18518.0,-888.0,180.0,1829.0,-831.0,11117.0,-14842.0,15123.0,733.0,6849.0,-2732.0,798.0,13677.0,2255.0,2447.0,19393.0,4871.0,17962.0,13713.0,7735.0,11323.0,12080.0,7487.0,-4803.0,3892.0,-6.0,15780.0,15389.0,19615.0,13262.0,3332.0,26456.0,8507.0,10733.0
Amortyzacja,1844.0,2189.0,2295.0,2545.0,2939.0,2613.0,2709.0,2453.0,2354.0,1999.0,2195.0,1893.0,3487.0,1673.0,1837.0,1689.0,1667.0,1844.0,1994.0,2308.0,2274.0,1287.0,3513.0,2224.0,-1867.0,1455.0,1304.0,1286.0,1263.0,1562.0,1065.0,1614.0,1681.0,1650.0,1567.0,1674.0,2344.0,2167.0,2312.0,2182.0,2434.0,2297.0,2573.0,2599.0,2718.0,2719.0,3984.0,2575.0,5031.0,3442.0,3236.0,3041.0,4275.0,3508.0,3459.0,3815.0,3561.0,4454.0,4423.0,4725.0,5271.0,4966.0,4464.0,4904.0,4889.0
Przepływy pieniężne z działalności inwestycyjnej,-1182.0,-97813.0,-39436.0,-80343.0,-17091.0,15730.0,-4755.0,-6922.0,1962.0,-4285.0,13624.0,-2138.0,-3396.0,-1789.0,-7128.0,236.0,-8742.0,-2262.0,-1259.0,-1813.0,-1815.0,-2044.0,-825.0,-8900.0,204150.0,-1393.0,-1400.0,-2857.0,-2141.0,13390.0,-19336.0,-1966.0,6135.0,-2801.0,-5024.0,-5265.0,-8307.0,9110.0,-4401.0,1924.0,-3772.0,-2301.0,-1690.0,-2592.0,-3017.0,-3919.0,-4734.0,-1744.0,-5074.0,-1933.0,-1716.0,-4968.0,-9835.0,-4364.0,-3141.0,-11374.0,1216.0,-7809.0,-33.0,-2745.0,-1370.0,-960.0,-11080.0,-1394.0,-5677.0
CAPEX (niematerialne i rzeczowe),0.0,3384.0,6233.0,11250.0,17853.0,1270.0,8839.0,-3005.0,-449.0,4695.0,270.0,3938.0,2618.0,1812.0,7327.0,-206.0,8832.0,2266.0,1377.0,1855.0,1852.0,2547.0,844.0,8900.0,-4656.0,1402.0,1391.0,2857.0,2202.0,2834.0,2387.0,1966.0,10490.0,4218.0,5375.0,5129.0,10068.0,1392.0,5702.0,982.0,4809.0,2532.0,2327.0,3393.0,3446.0,4430.0,5754.0,2071.0,6050.0,2514.0,2150.0,5397.0,9918.0,4723.0,3149.0,6317.0,-1039.0,6863.0,84.0,2690.0,1295.0,1203.0,11676.0,1757.0,5531.0
Przepływy pieniężne z działalności finansowej,-2295.0,56210.0,19542.0,72751.0,-10502.0,136.0,-18204.0,-7884.0,-17910.0,-2378.0,-22410.0,-8105.0,-2352.0,4672.0,-773.0,-5242.0,-8507.0,-5793.0,-14365.0,-12177.0,-11445.0,-3754.0,-12303.0,121219.0,-194564.0,-1024.0,-113376.0,-10354.0,7523.0,-3270.0,8195.0,-12869.0,-4744.0,6307.0,1493.0,8354.0,-3694.0,2980.0,-6263.0,-2789.0,-2085.0,3589.0,-1112.0,-6213.0,152.0,1642.0,-13818.0,-5210.0,-13484.0,-1083.0,707.0,-9442.0,-5107.0,3504.0,3638.0,6814.0,-7152.0,1213.0,-6415.0,-24986.0,-12592.0,-6668.0,-14753.0,-13011.0,-9112.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,1506.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,7829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.0,0.0,144999.0,0.0,758.0,0.0,15973.0,0.0,0.0,0.0,7986.0,0.0,0.0,0.0,0.0,512.0,2.0,0.0,0.0,368.0,226.0,0.0,332.0,0.0,0.0,0.0,510.0,4100.0,11.0,182.0,9086.0,1053.0,403.0,0.0,0.0,10210.0,0.0,0.0,23423.0,0.0,543.0
Przepływy pieniężne razem,-1403.0,-23258.0,-1300.0,-1249.0,-1492.0,10756.0,-8400.0,191.0,2907.0,494.0,-9276.0,-1417.0,-1247.0,947.0,-797.0,7063.0,-5645.0,1341.0,4058.0,-3996.0,-50.0,-1718.0,8628.0,121867.0,-22782.0,-309.0,-107204.0,-1401.0,6667.0,8425.0,-6932.0,3683.0,503.0,3686.0,-1702.0,2258.0,-884.0,-2752.0,4459.0,-132.0,992.0,-1444.0,-2004.0,4872.0,-610.0,170.0,841.0,-2083.0,-596.0,10697.0,6726.0,-3087.0,-2862.0,6627.0,-4306.0,-668.0,-5942.0,9184.0,8941.0,-8116.0,-700.0,-4296.0,623.0,-5898.0,-4056.0
