,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
Kredyty i pożyczki,0.0,0.0,0.0,177.0,234.0,162.0,299.0,432.0,37.0,22.0,46.0,169.0,283.0,192.0,179.0,166.0,166.0,166.0,166.0,166.0,166.0,168.0,168.0,184.0,185.0,184.0,435.0,1713.0,166.0,673.0,166.0,165.0,854.0,166.0,908.0,1078.0,317.0,466.0,748.0,522.0,1323.0,1753.0,2008.0,1090.0,2177.0,2127.0,761.0,1586.0,876.0,554.0,990.0,946.0,1655.0,1254.0,794.0,1250.0,930.0,1354.0,3526.0,2496.0,2473.0,2738.0,662.0,1016.0,2174.0,2107.0,3674.0,6137.0,6427.0,8227.0,9212.0,4763.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,105.0,104.0,133.0,87.0,103.0,78.0,137.0,123.0,296.0,251.0,351.0,317.0,404.0,382.0,817.0,325.0,212.0,135.0,116.0,72.0,185.0,185.0,188.0,190.0,186.0,197.0,254.0,239.0,201.0,363.0,323.0,256.0,284.0,322.0,334.0,553.0,553.0,513.0,490.0,480.0,415.0,402.0,342.0,407.0,349.0,446.0,507.0,499.0,540.0,958.0,969.0,977.0,896.0,801.0,789.0,704.0,370.0,226.0,204.0,179.0,148.0,118.0,349.0,240.0,49.0,207.0,150.0,146.0,164.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,39.0,31.0,44.0,1929.0,1929.0,1702.0,1510.0,1382.0,1308.0,1206.0,1072.0,968.0,868.0,874.0,869.0,869.0,676.0,659.0,613.0,556.0,557.0,494.0,712.0,698.0,645.0,597.0,590.0,530.0,575.0,547.0,497.0,515.0,513.0,509.0,629.0,652.0,618.0,627.0,604.0,591.0,592.0,578.0,592.0,830.0,747.0,838.0,775.0,930.0,941.0,975.0,1063.0,936.0,914.0,1273.0,978.0,1078.0,1049.0,1025.0,931.0,1042.0,846.0,703.0,696.0,688.0,625.0,718.0,633.0,679.0
Zobowiązania krótkoterminowe,1105.0,1177.0,1103.0,3352.0,2856.0,6663.0,7334.0,5672.0,3550.0,5635.0,8389.0,6436.0,4187.0,5909.0,6743.0,8094.0,3680.0,4499.0,4983.0,7258.0,4647.0,4348.0,5997.0,7995.0,4608.0,6282.0,8162.0,7748.0,4784.0,6306.0,5381.0,5633.0,5400.0,7307.0,9004.0,11843.0,6567.0,8931.0,7896.0,7167.0,6911.0,11122.0,12502.0,9557.0,10635.0,8557.0,7938.0,10778.0,8316.0,12862.0,9848.0,8985.0,9371.0,10305.0,12510.0,13235.0,12076.0,12415.0,13923.0,7956.0,8727.0,8618.0,10551.0,11523.0,9257.0,9104.0,9307.0,11417.0,14137.0,13802.0,14249.0,15036.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,401.0,339.0,3642.0,3080.0,1486.0,868.0,1685.0,2033.0,988.0,1647.0,1506.0,1407.0,2205.0,1540.0,1623.0,1071.0,1919.0,1821.0,1567.0,1434.0,1197.0,1593.0,1267.0,1140.0,767.0,894.0,1209.0,1173.0,1357.0,1452.0,1555.0,1785.0,1102.0,1937.0,1461.0,1588.0,1057.0,1055.0,1457.0,1358.0,1020.0,776.0,1049.0,981.0,932.0,826.0,2383.0,1881.0,1685.0,1812.0,2664.0,3033.0,3129.0,3419.0,2503.0,3310.0,1091.0,966.0,771.0,1650.0,2223.0,1693.0,1028.0,777.0,2812.0,4623.0,3636.0,2623.0,4223.0
Rozliczenia międzyokresowe,0.0,10.0,54.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,4647.0,5255.0,19208.0,21558.0,21081.0,25183.0,25947.0,25443.0,24056.0,26328.0,29663.0,26797.0,24743.0,25503.0,27470.0,28882.0,24051.0,24098.0,24512.0,25296.0,22721.0,22529.0,24024.0,26689.0,23186.0,24489.0,26847.0,26361.0,23207.0,23676.0,22690.0,21796.0,21892.0,23571.0,25366.0,28740.0,23551.0,25451.0,24970.0,24231.0,23460.0,26831.0,28794.0,25672.0,27024.0,23686.0,23938.0,24175.0,22002.0,25396.0,23438.0,22660.0,23478.0,24192.0,26936.0,28433.0,26522.0,26874.0,27835.0,21913.0,22011.0,21767.0,24820.0,24488.0,22123.0,21557.0,19762.0,13118.0,14936.0,14705.0,15392.0,44564.0
Przepływy pieniężne z działalności operacyjnej,37.0,-409.0,-15.0,-191.0,-2837.0,893.0,-238.0,-24.0,-335.0,853.0,258.0,1865.0,965.0,-299.0,1155.0,1447.0,-412.0,-76.0,1255.0,268.0,-297.0,364.0,246.0,3612.0,-2560.0,78.0,49.0,-2013.0,2253.0,-458.0,1426.0,181.0,-543.0,1115.0,-382.0,-446.0,579.0,1053.0,988.0,-471.0,-528.0,-31.0,-148.0,1583.0,-285.0,1146.0,252.0,-134.0,767.0,796.0,321.0,738.0,-469.0,1085.0,470.0,79.0,1361.0,-614.0,-2442.0,2337.0,-291.0,-507.0,1879.0,-511.0,-1468.0,-557.0,-2822.0,-2688.0,55.0,-1223.0,-197.0,1523.0
Amortyzacja,46.0,32.0,47.0,47.0,136.0,86.0,177.0,167.0,151.0,169.0,161.0,183.0,231.0,224.0,223.0,314.0,314.0,306.0,319.0,274.0,343.0,268.0,403.0,196.0,333.0,314.0,321.0,296.0,305.0,304.0,303.0,286.0,265.0,281.0,281.0,251.0,199.0,205.0,207.0,123.0,232.0,223.0,230.0,232.0,218.0,219.0,209.0,181.0,192.0,205.0,206.0,180.0,336.0,343.0,342.0,342.0,333.0,314.0,558.0,38.0,269.0,168.0,167.0,168.0,161.0,228.0,163.0,145.0,86.0,86.0,224.0,171.0
Przepływy pieniężne z działalności inwestycyjnej,-148.0,-176.0,-85.0,-746.0,-2730.0,-2838.0,-2363.0,-697.0,-524.0,-853.0,-695.0,-1282.0,-155.0,-345.0,-872.0,478.0,-162.0,120.0,-169.0,-278.0,-104.0,-221.0,-515.0,-702.0,-97.0,-175.0,-186.0,36.0,-12.0,-23.0,54.0,105.0,59.0,-10.0,-3.0,-103.0,-137.0,-62.0,-59.0,-114.0,-18.0,-83.0,-23.0,-44.0,-10.0,-35.0,-15.0,47.0,-10.0,-733.0,87.0,-40.0,3.0,-7.0,-10.0,-3.0,199.0,-87.0,-17.0,-22.0,-8.0,1.0,-1077.0,1105.0,-238.0,20.0,-134.0,352.0,-503.0,228.0,-296.0,106.0
CAPEX (niematerialne i rzeczowe),136.0,175.0,116.0,405.0,336.0,450.0,588.0,730.0,548.0,637.0,695.0,681.0,93.0,0.0,593.0,418.0,173.0,50.0,179.0,98.0,105.0,225.0,253.0,497.0,97.0,175.0,193.0,-35.0,35.0,29.0,-16.0,0.0,62.0,-41.0,21.0,99.0,144.0,62.0,62.0,140.0,20.0,63.0,30.0,44.0,10.0,35.0,15.0,52.0,24.0,747.0,-92.0,45.0,59.0,36.0,7.0,6.0,0.0,4.0,30.0,47.0,8.0,20.0,61.0,112.0,238.0,134.0,158.0,5.0,40.0,101.0,163.0,208.0
Przepływy pieniężne z działalności finansowej,0.0,57.0,13927.0,-653.0,45.0,-85.0,-335.0,724.0,321.0,-85.0,530.0,-168.0,-52.0,-242.0,-687.0,-394.0,-243.0,-218.0,-958.0,220.0,-132.0,-132.0,-281.0,-98.0,-154.0,-98.0,-467.0,1484.0,-1654.0,316.0,-1480.0,-124.0,533.0,-819.0,642.0,7.0,-881.0,-48.0,-139.0,-444.0,133.0,246.0,-12.0,-1633.0,949.0,-158.0,-1557.0,233.0,-885.0,-507.0,340.0,-436.0,425.0,-632.0,-767.0,240.0,-595.0,229.0,2426.0,-1744.0,-322.0,505.0,-1267.0,244.0,1604.0,78.0,1344.0,2143.0,340.0,1499.0,920.0,5351.0
Emisja akcji,0.0,0.0,13207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9806.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,0.0,0.0,0.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,-111.0,-528.0,13827.0,-1590.0,-5522.0,-2030.0,-2936.0,3.0,-538.0,-85.0,93.0,415.0,758.0,-886.0,-404.0,1531.0,-817.0,-174.0,128.0,210.0,-533.0,11.0,-550.0,2812.0,-2811.0,-195.0,-604.0,-493.0,587.0,-165.0,0.0,162.0,49.0,286.0,257.0,-542.0,-439.0,943.0,790.0,-1029.0,-413.0,132.0,-183.0,-94.0,654.0,953.0,-1320.0,146.0,-128.0,-444.0,748.0,262.0,-41.0,446.0,-307.0,316.0,965.0,-472.0,-33.0,571.0,-621.0,-1.0,-465.0,838.0,-102.0,-459.0,-1612.0,-193.0,-108.0,504.0,427.0,6980.0
